"0";"2";"23-OCT-2017 09:38:45";"CC11LIST V0734";"C:\Users\Administrator\Desktop\Ì©ÖÝÍò´ïÏ£¶û¶Ù¾Æµê170217\DCR002C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"2296";"2";"3030";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1825·äÃùÆ÷";"E";"10A6";"-";"LOG";"07:011:021:000";"0";"0"
"2297";"2";"3056";"1565";"3030";"64320";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1825·äÃùÆ÷";"A";"1101";"-";"LOG";"07:011:021:001";"0";"0"
"2298";"2";"3031";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1826·äÃùÆ÷";"E";"10A7";"-";"LOG";"07:011:022:000";"0";"0"
"2299";"2";"3057";"1565";"3031";"64321";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1826·äÃùÆ÷";"A";"1102";"-";"LOG";"07:011:022:001";"0";"0"
"2300";"2";"4157";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"Î´Öª¿ØÖÆ";"E";"1693";"-";"LOG";"07:011:023:000";"0";"0"
"2301";"2";"4158";"1551";"4157";"0";"ELEM";"¾Æµê18²ã¿ØÖÆ";"Î´Öª";"E";"1694";"-";"LOG";"07:011:023:001";"0";"0"
"2302";"2";"3033";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷";"E";"10A9";"-";"LOG";"07:011:024:000";"0";"0"
"2303";"2";"3059";"1551";"3033";"64383";"ELEM";"¾Æµê18²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷ / ";"E";"1104";"-";"LOG";"07:011:024:001";"0";"0"
"2304";"2";"3034";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ";"E";"10AA";"-";"LOG";"07:011:025:000";"0";"0"
"2305";"2";"3060";"1551";"3034";"64382";"ELEM";"¾Æµê18²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1105";"-";"LOG";"07:011:025:001";"0";"0"
"2306";"2";"3061";"1551";"3034";"64381";"ELEM";"¾Æµê18²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1106";"-";"LOG";"07:011:025:002";"0";"0"
"2307";"2";"3062";"1551";"3034";"64380";"ELEM";"¾Æµê18²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1107";"-";"LOG";"07:011:025:003";"0";"0"
"2308";"2";"3584";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"1393";"-";"LOG";"07:011:026:000";"0";"0"
"2309";"2";"3585";"1551";"3584";"64301";"ELEM";"¾Æµê18²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"1394";"-";"LOG";"07:011:026:001";"0";"0"
"2310";"2";"3035";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"10AB";"-";"LOG";"07:011:027:000";"0";"0"
"2311";"2";"3063";"1551";"3035";"64337";"ELEM";"¾Æµê18²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"1108";"-";"LOG";"07:011:027:001";"0";"0"
"2312";"2";"3036";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"10AC";"-";"LOG";"07:011:028:000";"0";"0"
"2313";"2";"3065";"1551";"3036";"64366";"ELEM";"¾Æµê18²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"110A";"-";"LOG";"07:011:028:001";"0";"0"
"2314";"2";"3037";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"Éù¹â";"E";"10AD";"-";"LOG";"07:011:029:000";"0";"0"
"2315";"2";"3066";"1551";"3037";"64398";"ELEM";"¾Æµê18²ã¿ØÖÆ";"Éù¹â";"E";"110B";"-";"LOG";"07:011:029:001";"0";"0"
"2316";"2";"3067";"1751";"3";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ã¿ØÖÆ·ÖÇø";"¾Æµê19²ã¿ØÖÆ";"X";"0000";"-";"LOG";"07:012:000:000";"0";"0"
"2317";"2";"3769";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷1";"E";"148D";"-";"LOG";"07:012:001:000";"0";"0"
"2318";"2";"3770";"1565";"3769";"63977";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷1";"A";"148E";"-";"LOG";"07:012:001:001";"0";"0"
"2319";"2";"3747";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷»áÒéÊÒ";"E";"1477";"-";"LOG";"07:012:002:000";"0";"0"
"2320";"2";"3748";"1565";"3747";"63978";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷»áÒéÊÒ";"A";"1478";"-";"LOG";"07:012:002:001";"0";"0"
"2321";"2";"3749";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷2";"E";"1479";"-";"LOG";"07:012:003:000";"0";"0"
"2322";"2";"3750";"1565";"3749";"63980";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷2";"A";"147A";"-";"LOG";"07:012:003:001";"0";"0"
"2323";"2";"3751";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷3";"E";"147B";"-";"LOG";"07:012:004:000";"0";"0"
"2324";"2";"3752";"1565";"3751";"63982";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷3";"A";"147C";"-";"LOG";"07:012:004:001";"0";"0"
"2325";"2";"3753";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷4";"E";"147D";"-";"LOG";"07:012:005:000";"0";"0"
"2326";"2";"3754";"1565";"3753";"63983";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷4";"A";"147E";"-";"LOG";"07:012:005:001";"0";"0"
"2327";"2";"3755";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷5";"E";"147F";"-";"LOG";"07:012:006:000";"0";"0"
"2328";"2";"3756";"1565";"3755";"63984";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷5";"A";"1480";"-";"LOG";"07:012:006:001";"0";"0"
"2329";"2";"3068";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷6";"E";"110D";"-";"LOG";"07:012:007:000";"0";"0"
"2330";"2";"3093";"1565";"3068";"63985";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÐÐÕþ¾ÆÀÈ·äÃùÆ÷6";"A";"1126";"-";"LOG";"07:012:007:001";"0";"0"
"2331";"2";"3072";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1907·äÃùÆ÷";"E";"1111";"-";"LOG";"07:012:008:000";"0";"0"
"2332";"2";"3097";"1565";"3072";"64005";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1907·äÃùÆ÷";"A";"112A";"-";"LOG";"07:012:008:001";"0";"0"
"2333";"2";"3073";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1908·äÃùÆ÷";"E";"1112";"-";"LOG";"07:012:009:000";"0";"0"
"2334";"2";"3098";"1565";"3073";"64006";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1908·äÃùÆ÷";"A";"112B";"-";"LOG";"07:012:009:001";"0";"0"
"2335";"2";"4596";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1909·äÃùÆ÷";"E";"190D";"-";"LOG";"07:012:010:000";"0";"0"
"2336";"2";"4597";"1565";"4596";"64009";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1909·äÃùÆ÷ / ¿ÍÌü";"A";"190E";"-";"LOG";"07:012:010:001";"0";"0"
"2337";"2";"3100";"1565";"4596";"63723";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1909·äÃùÆ÷ / ÎÔÊÒ";"A";"112D";"-";"LOG";"07:012:010:002";"0";"0"
"2338";"2";"3075";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1911·äÃùÆ÷";"E";"1114";"-";"LOG";"07:012:011:000";"0";"0"
"2339";"2";"3101";"1565";"3075";"64011";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1911·äÃùÆ÷";"A";"112E";"-";"LOG";"07:012:011:001";"0";"0"
"2340";"2";"3076";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1912·äÃùÆ÷";"E";"1115";"-";"LOG";"07:012:012:000";"0";"0"
"2341";"2";"3102";"1565";"3076";"64012";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1912·äÃùÆ÷";"A";"112F";"-";"LOG";"07:012:012:001";"0";"0"
"2342";"2";"3077";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1915·äÃùÆ÷";"E";"1116";"-";"LOG";"07:012:013:000";"0";"0"
"2343";"2";"3103";"1565";"3077";"63958";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1915·äÃùÆ÷";"A";"1130";"-";"LOG";"07:012:013:001";"0";"0"
"2344";"2";"3078";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1916·äÃùÆ÷";"E";"1117";"-";"LOG";"07:012:014:000";"0";"0"
"2345";"2";"3104";"1565";"3078";"63959";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1916·äÃùÆ÷";"A";"1131";"-";"LOG";"07:012:014:001";"0";"0"
"2346";"2";"3079";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1917·äÃùÆ÷";"E";"1118";"-";"LOG";"07:012:015:000";"0";"0"
"2347";"2";"3105";"1565";"3079";"63960";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1917·äÃùÆ÷";"A";"1132";"-";"LOG";"07:012:015:001";"0";"0"
"2348";"2";"3080";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1918·äÃùÆ÷";"E";"1119";"-";"LOG";"07:012:016:000";"0";"0"
"2349";"2";"3106";"1565";"3080";"63961";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1918·äÃùÆ÷";"A";"1133";"-";"LOG";"07:012:016:001";"0";"0"
"2350";"2";"3081";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1919·äÃùÆ÷";"E";"111A";"-";"LOG";"07:012:017:000";"0";"0"
"2351";"2";"3107";"1565";"3081";"63964";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1919·äÃùÆ÷";"A";"1134";"-";"LOG";"07:012:017:001";"0";"0"
"2352";"2";"3082";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1920·äÃùÆ÷";"E";"111B";"-";"LOG";"07:012:018:000";"0";"0"
"2353";"2";"3108";"1565";"3082";"63968";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1920·äÃùÆ÷";"A";"1135";"-";"LOG";"07:012:018:001";"0";"0"
"2354";"2";"3186";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1921·äÃùÆ÷";"E";"1183";"-";"LOG";"07:012:019:000";"0";"0"
"2355";"2";"3771";"1565";"3186";"63969";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1921·äÃùÆ÷";"A";"148F";"-";"LOG";"07:012:019:001";"0";"0"
"2356";"2";"3083";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1922·äÃùÆ÷";"E";"111C";"-";"LOG";"07:012:020:000";"0";"0"
"2357";"2";"3109";"1565";"3083";"63974";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1922·äÃùÆ÷";"A";"1136";"-";"LOG";"07:012:020:001";"0";"0"
"2358";"2";"3084";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1923·äÃùÆ÷";"E";"111D";"-";"LOG";"07:012:021:000";"0";"0"
"2359";"2";"3110";"1565";"3084";"63975";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1923·äÃùÆ÷";"A";"1137";"-";"LOG";"07:012:021:001";"0";"0"
"2360";"2";"3085";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"1925·äÃùÆ÷";"E";"111E";"-";"LOG";"07:012:022:000";"0";"0"
"2361";"2";"3111";"1565";"3085";"63976";"ELEM";"¾Æµê19²ã¿ØÖÆ";"1925·äÃùÆ÷";"A";"1138";"-";"LOG";"07:012:022:001";"0";"0"
"2362";"2";"3088";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷";"E";"1121";"-";"LOG";"07:012:023:000";"0";"0"
"2363";"2";"3114";"1551";"3088";"64041";"ELEM";"¾Æµê19²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷ / ";"E";"113B";"-";"LOG";"07:012:023:001";"0";"0"
"2364";"2";"3089";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ";"E";"1122";"-";"LOG";"07:012:024:000";"0";"0"
"2365";"2";"3115";"1551";"3089";"64040";"ELEM";"¾Æµê19²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"113C";"-";"LOG";"07:012:024:001";"0";"0"
"2366";"2";"3116";"1551";"3089";"64039";"ELEM";"¾Æµê19²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"113D";"-";"LOG";"07:012:024:002";"0";"0"
"2367";"2";"3117";"1551";"3089";"64038";"ELEM";"¾Æµê19²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"113E";"-";"LOG";"07:012:024:003";"0";"0"
"2368";"2";"3745";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"1475";"-";"LOG";"07:012:025:000";"0";"0"
"2369";"2";"3746";"1551";"3745";"63999";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"1476";"-";"LOG";"07:012:025:001";"0";"0"
"2370";"2";"3090";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"1123";"-";"LOG";"07:012:026:000";"0";"0"
"2371";"2";"3118";"1551";"3090";"0";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"113F";"-";"LOG";"07:012:026:001";"0";"0"
"2372";"2";"3091";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"1124";"-";"LOG";"07:012:027:000";"0";"0"
"2373";"2";"3120";"1551";"3091";"64023";"ELEM";"¾Æµê19²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"1141";"-";"LOG";"07:012:027:001";"0";"0"
"2374";"2";"3092";"1654";"3067";"0";"ZONE";"¾Æµê19²ã¿ØÖÆ";"Éù¹â";"E";"1125";"-";"LOG";"07:012:028:000";"0";"0"
"2375";"2";"3121";"1551";"3092";"64052";"ELEM";"¾Æµê19²ã¿ØÖÆ";"Éù¹â";"E";"1142";"-";"LOG";"07:012:028:001";"0";"0"
"2376";"2";"3122";"1751";"3";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ã¿ØÖÆ·ÖÇø";"¾Æµê20²ã¿ØÖÆ";"X";"0000";"-";"LOG";"07:013:000:000";"0";"0"
"2377";"2";"3123";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2001·äÃùÆ÷";"E";"1144";"-";"LOG";"07:013:001:000";"0";"0"
"2378";"2";"3148";"1565";"3123";"64140";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2001·äÃùÆ÷";"A";"115D";"-";"LOG";"07:013:001:001";"0";"0"
"2379";"2";"3124";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2002·äÃùÆ÷";"E";"1145";"-";"LOG";"07:013:002:000";"0";"0"
"2380";"2";"3149";"1565";"3124";"64139";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2002·äÃùÆ÷";"A";"115E";"-";"LOG";"07:013:002:001";"0";"0"
"2381";"2";"3125";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷";"E";"1146";"-";"LOG";"07:013:003:000";"0";"0"
"2382";"2";"4639";"1565";"3125";"64111";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / ·òÈË·¿";"A";"1938";"-";"LOG";"07:013:003:001";"0";"0"
"2383";"2";"4640";"1565";"3125";"64112";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / ·òÈË·¿Ç°ÊÒ";"A";"1939";"-";"LOG";"07:013:003:002";"0";"0"
"2384";"2";"4641";"1565";"3125";"64115";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / Ç°ÊÒ";"A";"193A";"-";"LOG";"07:013:003:003";"0";"0"
"2385";"2";"4642";"1565";"3125";"64116";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / ²ÍÌü";"A";"193B";"-";"LOG";"07:013:003:004";"0";"0"
"2386";"2";"4643";"1565";"3125";"64133";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / ¿ÍÌü2";"A";"193C";"-";"LOG";"07:013:003:005";"0";"0"
"2387";"2";"4644";"1565";"3125";"64132";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / ¿ÍÌü1";"A";"193D";"-";"LOG";"07:013:003:006";"0";"0"
"2388";"2";"4645";"1565";"3125";"64134";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / Ö÷ÈË·¿Ç°Ìü";"A";"193E";"-";"LOG";"07:013:003:007";"0";"0"
"2389";"2";"3150";"1565";"3125";"64135";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2008·äÃùÆ÷ / Ö÷ÈË·¿";"A";"115F";"-";"LOG";"07:013:003:008";"0";"0"
"2390";"2";"3127";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2010·äÃùÆ÷";"E";"1148";"-";"LOG";"07:013:004:000";"0";"0"
"2391";"2";"3152";"1565";"3127";"64110";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2010·äÃùÆ÷";"A";"1161";"-";"LOG";"07:013:004:001";"0";"0"
"2392";"2";"3130";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2011·äÃùÆ÷";"E";"114B";"-";"LOG";"07:013:005:000";"0";"0"
"2393";"2";"3156";"1565";"3130";"64109";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2011·äÃùÆ÷";"A";"1165";"-";"LOG";"07:013:005:001";"0";"0"
"2394";"2";"3131";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2012·äÃùÆ÷";"E";"114C";"-";"LOG";"07:013:006:000";"0";"0"
"2395";"2";"3157";"1565";"3131";"64108";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2012·äÃùÆ÷";"A";"1166";"-";"LOG";"07:013:006:001";"0";"0"
"2396";"2";"3132";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2015·äÃùÆ÷";"E";"114D";"-";"LOG";"07:013:007:000";"0";"0"
"2397";"2";"3158";"1565";"3132";"64178";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2015·äÃùÆ÷";"A";"1167";"-";"LOG";"07:013:007:001";"0";"0"
"2398";"2";"3133";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2016·äÃùÆ÷";"E";"114E";"-";"LOG";"07:013:008:000";"0";"0"
"2399";"2";"3159";"1565";"3133";"64176";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2016·äÃùÆ÷ / ²ÍÌü";"A";"1168";"-";"LOG";"07:013:008:001";"0";"0"
"2400";"2";"3161";"1565";"3133";"64175";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2016·äÃùÆ÷ / ¿ÍÌü";"A";"116A";"-";"LOG";"07:013:008:002";"0";"0"
"2401";"2";"3693";"1565";"3133";"64174";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2016·äÃùÆ÷ / ÎÔÊÒ ";"A";"1441";"-";"LOG";"07:013:008:003";"0";"0"
"2402";"2";"3692";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2018·äÃùÆ÷1";"E";"1440";"-";"LOG";"07:013:009:000";"0";"0"
"2403";"2";"3135";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2018·äÃùÆ÷";"E";"1150";"-";"LOG";"07:013:010:000";"0";"0"
"2404";"2";"3136";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2019·äÃùÆ÷";"E";"1151";"-";"LOG";"07:013:011:000";"0";"0"
"2405";"2";"3162";"1565";"3136";"64173";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2019·äÃùÆ÷";"A";"116B";"-";"LOG";"07:013:011:001";"0";"0"
"2406";"2";"3137";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2020·äÃùÆ÷";"E";"1152";"-";"LOG";"07:013:012:000";"0";"0"
"2407";"2";"3163";"1565";"3137";"64153";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2020·äÃùÆ÷";"A";"116C";"-";"LOG";"07:013:012:001";"0";"0"
"2408";"2";"3138";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2021·äÃùÆ÷";"E";"1153";"-";"LOG";"07:013:013:000";"0";"0"
"2409";"2";"3164";"1565";"3138";"64152";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2021·äÃùÆ÷";"A";"116D";"-";"LOG";"07:013:013:001";"0";"0"
"2410";"2";"3699";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2022·äÃùÆ÷";"E";"1447";"-";"LOG";"07:013:014:000";"0";"0"
"2411";"2";"3700";"1565";"3699";"64146";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2022·äÃùÆ÷ / ¿ÍÌü";"A";"1448";"-";"LOG";"07:013:014:001";"0";"0"
"2412";"2";"3702";"1565";"3699";"64147";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2022·äÃùÆ÷ / ÎÔÊÒ";"A";"144A";"-";"LOG";"07:013:014:002";"0";"0"
"2413";"2";"3165";"1565";"3699";"64144";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2022·äÃùÆ÷ / ²ÍÌü";"A";"116E";"-";"LOG";"07:013:014:003";"0";"0"
"2414";"2";"3140";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"2026·äÃùÆ÷";"E";"1155";"-";"LOG";"07:013:015:000";"0";"0"
"2415";"2";"3166";"1565";"3140";"64143";"ELEM";"¾Æµê20²ã¿ØÖÆ";"2026·äÃùÆ÷";"A";"116F";"-";"LOG";"07:013:015:001";"0";"0"
"2416";"2";"3143";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷";"E";"1158";"-";"LOG";"07:013:016:000";"0";"0"
"2417";"2";"3169";"1551";"3143";"64077";"ELEM";"¾Æµê20²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷ / ";"E";"1172";"-";"LOG";"07:013:016:001";"0";"0"
"2418";"2";"3144";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ";"E";"1159";"-";"LOG";"07:013:017:000";"0";"0"
"2419";"2";"3170";"1551";"3144";"64076";"ELEM";"¾Æµê20²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1173";"-";"LOG";"07:013:017:001";"0";"0"
"2420";"2";"3171";"1551";"3144";"64075";"ELEM";"¾Æµê20²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1174";"-";"LOG";"07:013:017:002";"0";"0"
"2421";"2";"3172";"1551";"3144";"64074";"ELEM";"¾Æµê20²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1175";"-";"LOG";"07:013:017:003";"0";"0"
"2422";"2";"3686";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"143A";"-";"LOG";"07:013:018:000";"0";"0"
"2423";"2";"3687";"1551";"3686";"64121";"ELEM";"¾Æµê20²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"143B";"-";"LOG";"07:013:018:001";"0";"0"
"2424";"2";"3145";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"115A";"-";"LOG";"07:013:019:000";"0";"0"
"2425";"2";"3173";"1551";"3145";"64158";"ELEM";"¾Æµê20²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"1176";"-";"LOG";"07:013:019:001";"0";"0"
"2426";"2";"3146";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"115B";"-";"LOG";"07:013:020:000";"0";"0"
"2427";"2";"3175";"1551";"3146";"64100";"ELEM";"¾Æµê20²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"1178";"-";"LOG";"07:013:020:001";"0";"0"
"2428";"2";"3147";"1654";"3122";"0";"ZONE";"¾Æµê20²ã¿ØÖÆ";"Éù¹â";"E";"115C";"-";"LOG";"07:013:021:000";"0";"0"
"2429";"2";"3176";"1551";"3147";"64061";"ELEM";"¾Æµê20²ã¿ØÖÆ";"Éù¹â";"E";"1179";"-";"LOG";"07:013:021:001";"0";"0"
"2430";"2";"3492";"1751";"3";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ã¿ØÖÆ·ÖÇø";"¾Æµê»ú·¿²ã¿ØÖÆ";"X";"0000";"-";"LOG";"07:014:000:000";"0";"0"
"2431";"2";"3772";"1654";"3492";"0";"ZONE";"¾Æµê»ú·¿²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷";"E";"1490";"-";"LOG";"07:014:001:000";"0";"0"
"2432";"2";"3813";"1551";"3772";"63695";"ELEM";"¾Æµê»ú·¿²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷";"E";"14B9";"-";"LOG";"07:014:001:001";"0";"0"
"2433";"2";"3773";"1654";"3492";"0";"ZONE";"¾Æµê»ú·¿²ã¿ØÖÆ";"Ç¿µçÇÐ¶Ï1";"E";"1491";"-";"LOG";"07:014:002:000";"0";"0"
