"0";"2";"23-OCT-2017 09:38:45";"CC11LIST V0734";"C:\Users\Administrator\Desktop\Ì©ÖÝÍò´ïÏ£¶û¶Ù¾Æµê170217\DCR002C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"2153";"2";"2933";"1565";"2908";"64459";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1608·äÃùÆ÷";"A";"1045";"-";"LOG";"07:009:007:001";"0";"0"
"2154";"2";"2909";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1609·äÃùÆ÷";"E";"102D";"-";"LOG";"07:009:008:000";"0";"0"
"2155";"2";"2934";"1565";"2909";"64455";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1609·äÃùÆ÷ / ¿ÍÌü";"A";"1046";"-";"LOG";"07:009:008:001";"0";"0"
"2156";"2";"2935";"1565";"2909";"64456";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1609·äÃùÆ÷ / ÎÔÊÒ";"A";"1047";"-";"LOG";"07:009:008:002";"0";"0"
"2157";"2";"2910";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1611·äÃùÆ÷";"E";"102E";"-";"LOG";"07:009:009:000";"0";"0"
"2158";"2";"2936";"1565";"2910";"64454";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1611·äÃùÆ÷";"A";"1048";"-";"LOG";"07:009:009:001";"0";"0"
"2159";"2";"2911";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1612·äÃùÆ÷";"E";"102F";"-";"LOG";"07:009:010:000";"0";"0"
"2160";"2";"2937";"1565";"2911";"64453";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1612·äÃùÆ÷";"A";"1049";"-";"LOG";"07:009:010:001";"0";"0"
"2161";"2";"2912";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1615·äÃùÆ÷";"E";"1030";"-";"LOG";"07:009:011:000";"0";"0"
"2162";"2";"2938";"1565";"2912";"64520";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1615·äÃùÆ÷";"A";"104A";"-";"LOG";"07:009:011:001";"0";"0"
"2163";"2";"2913";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1616·äÃùÆ÷";"E";"1031";"-";"LOG";"07:009:012:000";"0";"0"
"2164";"2";"2939";"1565";"2913";"64519";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1616·äÃùÆ÷";"A";"104B";"-";"LOG";"07:009:012:001";"0";"0"
"2165";"2";"2914";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1617·äÃùÆ÷";"E";"1032";"-";"LOG";"07:009:013:000";"0";"0"
"2166";"2";"2940";"1565";"2914";"64518";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1617·äÃùÆ÷";"A";"104C";"-";"LOG";"07:009:013:001";"0";"0"
"2167";"2";"2915";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1618·äÃùÆ÷";"E";"1033";"-";"LOG";"07:009:014:000";"0";"0"
"2168";"2";"2941";"1565";"2915";"64517";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1618·äÃùÆ÷";"A";"104D";"-";"LOG";"07:009:014:001";"0";"0"
"2169";"2";"2916";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1619·äÃùÆ÷";"E";"1034";"-";"LOG";"07:009:015:000";"0";"0"
"2170";"2";"2942";"1565";"2916";"64513";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1619·äÃùÆ÷";"A";"104E";"-";"LOG";"07:009:015:001";"0";"0"
"2171";"2";"2917";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1620·äÃùÆ÷";"E";"1035";"-";"LOG";"07:009:016:000";"0";"0"
"2172";"2";"2943";"1565";"2917";"64497";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1620·äÃùÆ÷";"A";"104F";"-";"LOG";"07:009:016:001";"0";"0"
"2173";"2";"3183";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1621·äÃùÆ÷";"E";"1180";"-";"LOG";"07:009:017:000";"0";"0"
"2174";"2";"3555";"1565";"3183";"64496";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1621·äÃùÆ÷";"A";"1376";"-";"LOG";"07:009:017:001";"0";"0"
"2175";"2";"2918";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1622·äÃùÆ÷";"E";"1036";"-";"LOG";"07:009:018:000";"0";"0"
"2176";"2";"2944";"1565";"2918";"64490";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1622·äÃùÆ÷";"A";"1050";"-";"LOG";"07:009:018:001";"0";"0"
"2177";"2";"2919";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1623·äÃùÆ÷";"E";"1037";"-";"LOG";"07:009:019:000";"0";"0"
"2178";"2";"2945";"1565";"2919";"64489";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1623·äÃùÆ÷";"A";"1051";"-";"LOG";"07:009:019:001";"0";"0"
"2179";"2";"2920";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1625·äÃùÆ÷";"E";"1038";"-";"LOG";"07:009:020:000";"0";"0"
"2180";"2";"2946";"1565";"2920";"64488";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1625·äÃùÆ÷";"A";"1052";"-";"LOG";"07:009:020:001";"0";"0"
"2181";"2";"2921";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"1626·äÃùÆ÷";"E";"1039";"-";"LOG";"07:009:021:000";"0";"0"
"2182";"2";"2947";"1565";"2921";"64487";"ELEM";"¾Æµê16²ã¿ØÖÆ";"1626·äÃùÆ÷";"A";"1053";"-";"LOG";"07:009:021:001";"0";"0"
"2183";"2";"2923";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷";"E";"103B";"-";"LOG";"07:009:022:000";"0";"0"
"2184";"2";"2949";"1551";"2923";"64418";"ELEM";"¾Æµê16²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷ / ";"E";"1055";"-";"LOG";"07:009:022:001";"0";"0"
"2185";"2";"2924";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ";"E";"103C";"-";"LOG";"07:009:023:000";"0";"0"
"2186";"2";"2950";"1551";"2924";"64417";"ELEM";"¾Æµê16²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1056";"-";"LOG";"07:009:023:001";"0";"0"
"2187";"2";"2951";"1551";"2924";"64416";"ELEM";"¾Æµê16²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1057";"-";"LOG";"07:009:023:002";"0";"0"
"2188";"2";"2952";"1551";"2924";"64415";"ELEM";"¾Æµê16²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"1058";"-";"LOG";"07:009:023:003";"0";"0"
"2189";"2";"3553";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"1374";"-";"LOG";"07:009:024:000";"0";"0"
"2190";"2";"3554";"1551";"3553";"64506";"ELEM";"¾Æµê16²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"1375";"-";"LOG";"07:009:024:001";"0";"0"
"2191";"2";"2925";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"103D";"-";"LOG";"07:009:025:000";"0";"0"
"2192";"2";"2953";"1551";"2925";"64469";"ELEM";"¾Æµê16²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"1059";"-";"LOG";"07:009:025:001";"0";"0"
"2193";"2";"2926";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"103E";"-";"LOG";"07:009:026:000";"0";"0"
"2194";"2";"2955";"1551";"2926";"64440";"ELEM";"¾Æµê16²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"105B";"-";"LOG";"07:009:026:001";"0";"0"
"2195";"2";"2927";"1654";"2902";"0";"ZONE";"¾Æµê16²ã¿ØÖÆ";"Éù¹â";"E";"103F";"-";"LOG";"07:009:027:000";"0";"0"
"2196";"2";"2956";"1551";"2927";"64407";"ELEM";"¾Æµê16²ã¿ØÖÆ";"Éù¹â";"E";"105C";"-";"LOG";"07:009:027:001";"0";"0"
"2197";"2";"2957";"1751";"3";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ã¿ØÖÆ·ÖÇø";"¾Æµê17²ã¿ØÖÆ";"X";"0000";"-";"LOG";"07:010:000:000";"0";"0"
"2198";"2";"2958";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1701·äÃùÆ÷";"E";"105E";"-";"LOG";"07:010:001:000";"0";"0"
"2199";"2";"2983";"1565";"2958";"64254";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1701·äÃùÆ÷";"A";"1077";"-";"LOG";"07:010:001:001";"0";"0"
"2200";"2";"2959";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1702·äÃùÆ÷";"E";"105F";"-";"LOG";"07:010:002:000";"0";"0"
"2201";"2";"2984";"1565";"2959";"64252";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1702·äÃùÆ÷";"A";"1078";"-";"LOG";"07:010:002:001";"0";"0"
"2202";"2";"3608";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1703·äÃùÆ÷¿ÍÌü";"E";"13AB";"-";"LOG";"07:010:003:000";"0";"0"
"2203";"2";"3609";"1565";"3608";"64251";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1703·äÃùÆ÷¿ÍÌü";"A";"13AC";"-";"LOG";"07:010:003:001";"0";"0"
"2204";"2";"2960";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1703·äÃùÆ÷ÎÔÊÒ";"E";"1060";"-";"LOG";"07:010:004:000";"0";"0"
"2205";"2";"2985";"1565";"2960";"64250";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1703·äÃùÆ÷ÎÔÊÒ";"A";"1079";"-";"LOG";"07:010:004:001";"0";"0"
"2206";"2";"2961";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1706·äÃùÆ÷";"E";"1061";"-";"LOG";"07:010:005:000";"0";"0"
"2207";"2";"2986";"1565";"2961";"64246";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1706·äÃùÆ÷";"A";"107A";"-";"LOG";"07:010:005:001";"0";"0"
"2208";"2";"2962";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1707·äÃùÆ÷";"E";"1062";"-";"LOG";"07:010:006:000";"0";"0"
"2209";"2";"2987";"1565";"2962";"64229";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1707·äÃùÆ÷";"A";"107B";"-";"LOG";"07:010:006:001";"0";"0"
"2210";"2";"2963";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1708·äÃùÆ÷";"E";"1063";"-";"LOG";"07:010:007:000";"0";"0"
"2211";"2";"2988";"1565";"2963";"64228";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1708·äÃùÆ÷";"A";"107C";"-";"LOG";"07:010:007:001";"0";"0"
"2212";"2";"2964";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1709·äÃùÆ÷";"E";"1064";"-";"LOG";"07:010:008:000";"0";"0"
"2213";"2";"2989";"1565";"2964";"64225";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1709·äÃùÆ÷ / ÎÔÊÒ";"A";"107D";"-";"LOG";"07:010:008:001";"0";"0"
"2214";"2";"2990";"1565";"2964";"64224";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1709·äÃùÆ÷ / ¿ÍÌü";"A";"107E";"-";"LOG";"07:010:008:002";"0";"0"
"2215";"2";"2965";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1711·äÃùÆ÷";"E";"1065";"-";"LOG";"07:010:009:000";"0";"0"
"2216";"2";"2991";"1565";"2965";"64223";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1711·äÃùÆ÷";"A";"107F";"-";"LOG";"07:010:009:001";"0";"0"
"2217";"2";"2966";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1712·äÃùÆ÷";"E";"1066";"-";"LOG";"07:010:010:000";"0";"0"
"2218";"2";"2992";"1565";"2966";"64222";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1712·äÃùÆ÷";"A";"1080";"-";"LOG";"07:010:010:001";"0";"0"
"2219";"2";"2967";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1715·äÃùÆ÷";"E";"1067";"-";"LOG";"07:010:011:000";"0";"0"
"2220";"2";"2993";"1565";"2967";"64288";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1715·äÃùÆ÷";"A";"1081";"-";"LOG";"07:010:011:001";"0";"0"
"2221";"2";"2968";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1716·äÃùÆ÷";"E";"1068";"-";"LOG";"07:010:012:000";"0";"0"
"2222";"2";"2994";"1565";"2968";"64287";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1716·äÃùÆ÷";"A";"1082";"-";"LOG";"07:010:012:001";"0";"0"
"2223";"2";"2969";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1717·äÃùÆ÷";"E";"1069";"-";"LOG";"07:010:013:000";"0";"0"
"2224";"2";"2995";"1565";"2969";"64286";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1717·äÃùÆ÷";"A";"1083";"-";"LOG";"07:010:013:001";"0";"0"
"2225";"2";"2970";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1718·äÃùÆ÷";"E";"106A";"-";"LOG";"07:010:014:000";"0";"0"
"2226";"2";"2996";"1565";"2970";"64285";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1718·äÃùÆ÷";"A";"1084";"-";"LOG";"07:010:014:001";"0";"0"
"2227";"2";"2971";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1719·äÃùÆ÷";"E";"106B";"-";"LOG";"07:010:015:000";"0";"0"
"2228";"2";"2997";"1565";"2971";"63702";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1719·äÃùÆ÷";"A";"1085";"-";"LOG";"07:010:015:001";"0";"0"
"2229";"2";"2972";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1720·äÃùÆ÷";"E";"106C";"-";"LOG";"07:010:016:000";"0";"0"
"2230";"2";"2998";"1565";"2972";"64266";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1720·äÃùÆ÷";"A";"1086";"-";"LOG";"07:010:016:001";"0";"0"
"2231";"2";"3184";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1721·äÃùÆ÷";"E";"1181";"-";"LOG";"07:010:017:000";"0";"0"
"2232";"2";"3607";"1565";"3184";"64265";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1721·äÃùÆ÷";"A";"13AA";"-";"LOG";"07:010:017:001";"0";"0"
"2233";"2";"2973";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1722·äÃùÆ÷";"E";"106D";"-";"LOG";"07:010:018:000";"0";"0"
"2234";"2";"2999";"1565";"2973";"64259";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1722·äÃùÆ÷";"A";"1087";"-";"LOG";"07:010:018:001";"0";"0"
"2235";"2";"2974";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1723·äÃùÆ÷";"E";"106E";"-";"LOG";"07:010:019:000";"0";"0"
"2236";"2";"3000";"1565";"2974";"64258";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1723·äÃùÆ÷";"A";"1088";"-";"LOG";"07:010:019:001";"0";"0"
"2237";"2";"2975";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1725·äÃùÆ÷";"E";"106F";"-";"LOG";"07:010:020:000";"0";"0"
"2238";"2";"3001";"1565";"2975";"64257";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1725·äÃùÆ÷";"A";"1089";"-";"LOG";"07:010:020:001";"0";"0"
"2239";"2";"2976";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"1726·äÃùÆ÷";"E";"1070";"-";"LOG";"07:010:021:000";"0";"0"
"2240";"2";"3002";"1565";"2976";"64256";"ELEM";"¾Æµê17²ã¿ØÖÆ";"1726·äÃùÆ÷";"A";"108A";"-";"LOG";"07:010:021:001";"0";"0"
"2241";"2";"2978";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷";"E";"1072";"-";"LOG";"07:010:022:000";"0";"0"
"2242";"2";"3004";"1551";"2978";"64191";"ELEM";"¾Æµê17²ã¿ØÖÆ";"Ó¦¼±ÕÕÃ÷ / ";"E";"108C";"-";"LOG";"07:010:022:001";"0";"0"
"2243";"2";"2979";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ";"E";"1073";"-";"LOG";"07:010:023:000";"0";"0"
"2244";"2";"3005";"1551";"2979";"64190";"ELEM";"¾Æµê17²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"108D";"-";"LOG";"07:010:023:001";"0";"0"
"2245";"2";"3006";"1551";"2979";"64189";"ELEM";"¾Æµê17²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"108E";"-";"LOG";"07:010:023:002";"0";"0"
"2246";"2";"3007";"1551";"2979";"64188";"ELEM";"¾Æµê17²ã¿ØÖÆ";"µçÁ¦¿ØÖÆ / ";"E";"108F";"-";"LOG";"07:010:023:003";"0";"0"
"2247";"2";"3605";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"13A8";"-";"LOG";"07:010:024:000";"0";"0"
"2248";"2";"3606";"1551";"3605";"64275";"ELEM";"¾Æµê17²ã¿ØÖÆ";"ÅÅÑÌ·§±±²à";"E";"13A9";"-";"LOG";"07:010:024:001";"0";"0"
"2249";"2";"2980";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"1074";"-";"LOG";"07:010:025:000";"0";"0"
"2250";"2";"3008";"1551";"2980";"64238";"ELEM";"¾Æµê17²ã¿ØÖÆ";"ÅÅÑÌ·§ÄÏ²à";"E";"1090";"-";"LOG";"07:010:025:001";"0";"0"
"2251";"2";"2981";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"1075";"-";"LOG";"07:010:026:000";"0";"0"
"2252";"2";"3010";"1551";"2981";"64209";"ELEM";"¾Æµê17²ã¿ØÖÆ";"ÕýÑ¹·§";"E";"1092";"-";"LOG";"07:010:026:001";"0";"0"
"2253";"2";"2982";"1654";"2957";"0";"ZONE";"¾Æµê17²ã¿ØÖÆ";"Éù¹â";"E";"1076";"-";"LOG";"07:010:027:000";"0";"0"
"2254";"2";"3011";"1551";"2982";"63745";"ELEM";"¾Æµê17²ã¿ØÖÆ";"Éù¹â";"E";"1093";"-";"LOG";"07:010:027:001";"0";"0"
"2255";"2";"3012";"1751";"3";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ã¿ØÖÆ·ÖÇø";"¾Æµê18²ã¿ØÖÆ";"X";"0000";"-";"LOG";"07:011:000:000";"0";"0"
"2256";"2";"3013";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1801·äÃùÆ÷";"E";"1095";"-";"LOG";"07:011:001:000";"0";"0"
"2257";"2";"3038";"1565";"3013";"64323";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1801·äÃùÆ÷";"A";"10AE";"-";"LOG";"07:011:001:001";"0";"0"
"2258";"2";"3014";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1802·äÃùÆ÷";"E";"1096";"-";"LOG";"07:011:002:000";"0";"0"
"2259";"2";"3039";"1565";"3014";"64325";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1802·äÃùÆ÷";"A";"10AF";"-";"LOG";"07:011:002:001";"0";"0"
"2260";"2";"3586";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1803·äÃùÆ÷¿ÍÌü";"E";"1395";"-";"LOG";"07:011:003:000";"0";"0"
"2261";"2";"3587";"1565";"3586";"64327";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1803·äÃùÆ÷¿ÍÌü";"A";"1396";"-";"LOG";"07:011:003:001";"0";"0"
"2262";"2";"3015";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1803·äÃùÆ÷ÎÔÊÒ";"E";"1097";"-";"LOG";"07:011:004:000";"0";"0"
"2263";"2";"3040";"1565";"3015";"64326";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1803·äÃùÆ÷ÎÔÊÒ";"A";"10B0";"-";"LOG";"07:011:004:001";"0";"0"
"2264";"2";"3016";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1806·äÃùÆ÷";"E";"1098";"-";"LOG";"07:011:005:000";"0";"0"
"2265";"2";"3041";"1565";"3016";"64331";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1806·äÃùÆ÷";"A";"10B1";"-";"LOG";"07:011:005:001";"0";"0"
"2266";"2";"3017";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1807·äÃùÆ÷";"E";"1099";"-";"LOG";"07:011:006:000";"0";"0"
"2267";"2";"3042";"1565";"3017";"64348";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1807·äÃùÆ÷";"A";"10B2";"-";"LOG";"07:011:006:001";"0";"0"
"2268";"2";"3018";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1808·äÃùÆ÷";"E";"109A";"-";"LOG";"07:011:007:000";"0";"0"
"2269";"2";"3043";"1565";"3018";"64349";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1808·äÃùÆ÷";"A";"10B3";"-";"LOG";"07:011:007:001";"0";"0"
"2270";"2";"4593";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1809·äÃùÆ÷";"E";"190A";"-";"LOG";"07:011:008:000";"0";"0"
"2271";"2";"3044";"1565";"4593";"64353";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1809·äÃùÆ÷ / ¿ÍÌü";"A";"10B4";"-";"LOG";"07:011:008:001";"0";"0"
"2272";"2";"3019";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1809·äÃùÆ÷";"E";"109B";"-";"LOG";"07:011:009:000";"0";"0"
"2273";"2";"3045";"1565";"3019";"64352";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1809·äÃùÆ÷ / ÎÔÊÒ";"A";"10B5";"-";"LOG";"07:011:009:001";"0";"0"
"2274";"2";"3020";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1811·äÃùÆ÷";"E";"109C";"-";"LOG";"07:011:010:000";"0";"0"
"2275";"2";"3046";"1565";"3020";"64354";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1811·äÃùÆ÷";"A";"10B6";"-";"LOG";"07:011:010:001";"0";"0"
"2276";"2";"3021";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1812·äÃùÆ÷";"E";"109D";"-";"LOG";"07:011:011:000";"0";"0"
"2277";"2";"3047";"1565";"3021";"64355";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1812·äÃùÆ÷";"A";"10B7";"-";"LOG";"07:011:011:001";"0";"0"
"2278";"2";"3022";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1815·äÃùÆ÷";"E";"109E";"-";"LOG";"07:011:012:000";"0";"0"
"2279";"2";"3048";"1565";"3022";"64289";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1815·äÃùÆ÷";"A";"10B8";"-";"LOG";"07:011:012:001";"0";"0"
"2280";"2";"3023";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1816·äÃùÆ÷";"E";"109F";"-";"LOG";"07:011:013:000";"0";"0"
"2281";"2";"3049";"1565";"3023";"64290";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1816·äÃùÆ÷";"A";"10B9";"-";"LOG";"07:011:013:001";"0";"0"
"2282";"2";"3024";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1817·äÃùÆ÷";"E";"10A0";"-";"LOG";"07:011:014:000";"0";"0"
"2283";"2";"3050";"1565";"3024";"64291";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1817·äÃùÆ÷";"A";"10BA";"-";"LOG";"07:011:014:001";"0";"0"
"2284";"2";"3025";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1818·äÃùÆ÷";"E";"10A1";"-";"LOG";"07:011:015:000";"0";"0"
"2285";"2";"3051";"1565";"3025";"64292";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1818·äÃùÆ÷";"A";"10BB";"-";"LOG";"07:011:015:001";"0";"0"
"2286";"2";"3026";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1819·äÃùÆ÷";"E";"10A2";"-";"LOG";"07:011:016:000";"0";"0"
"2287";"2";"3052";"1565";"3026";"64293";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1819·äÃùÆ÷";"A";"10BC";"-";"LOG";"07:011:016:001";"0";"0"
"2288";"2";"3027";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1820·äÃùÆ÷";"E";"10A3";"-";"LOG";"07:011:017:000";"0";"0"
"2289";"2";"3053";"1565";"3027";"64312";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1820·äÃùÆ÷";"A";"10BD";"-";"LOG";"07:011:017:001";"0";"0"
"2290";"2";"3185";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1821·äÃùÆ÷";"E";"1182";"-";"LOG";"07:011:018:000";"0";"0"
"2291";"2";"3588";"1565";"3185";"64313";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1821·äÃùÆ÷";"A";"1397";"-";"LOG";"07:011:018:001";"0";"0"
"2292";"2";"3028";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1822·äÃùÆ÷";"E";"10A4";"-";"LOG";"07:011:019:000";"0";"0"
"2293";"2";"3054";"1565";"3028";"64318";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1822·äÃùÆ÷";"A";"10BE";"-";"LOG";"07:011:019:001";"0";"0"
"2294";"2";"3029";"1654";"3012";"0";"ZONE";"¾Æµê18²ã¿ØÖÆ";"1823·äÃùÆ÷";"E";"10A5";"-";"LOG";"07:011:020:000";"0";"0"
"2295";"2";"3055";"1565";"3029";"64319";"ELEM";"¾Æµê18²ã¿ØÖÆ";"1823·äÃùÆ÷";"A";"10BF";"-";"LOG";"07:011:020:001";"0";"0"
