"0";"2";"23-OCT-2017 09:38:32";"CC11LIST V0734";"C:\Users\Administrator\Desktop\泰州万达希尔顿酒店170217\DCR001C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"3220";"2";"3243";"1551";"3242";"60244";"ELEM";"酒店电力控制(配电房)";"1-2MF-1.2AT.JCAT1";"E";"11BC";"-";"LOG";"03:010:090:001";"0";"0"
"3221";"2";"3266";"1654";"2864";"0";"ZONE";"酒店电力控制(配电房)";"1F-1APB1-DTKT-2";"E";"1214";"-";"LOG";"03:010:091:000";"0";"0"
"3222";"2";"3267";"1551";"3266";"60223";"ELEM";"酒店电力控制(配电房)";"1F-1APB1-DTKT-2";"E";"1215";"-";"LOG";"03:010:091:001";"0";"0"
"3223";"2";"3268";"1654";"2864";"0";"ZONE";"酒店电力控制(配电房)";"1MF-1APB1-QRCKT";"E";"1216";"-";"LOG";"03:010:092:000";"0";"0"
"3224";"2";"3269";"1551";"3268";"60222";"ELEM";"酒店电力控制(配电房)";"1MF-1APB1-QRCKT";"E";"1217";"-";"LOG";"03:010:092:001";"0";"0"
"3225";"2";"3270";"1654";"2864";"0";"ZONE";"酒店电力控制(配电房)";"1-2MF-1.2AT.JCAT1-GG1";"E";"1218";"-";"LOG";"03:010:093:000";"0";"0"
"3226";"2";"3271";"1551";"3270";"60221";"ELEM";"酒店电力控制(配电房)";"1-2MF-1.2AT.JCAT1-GG1";"E";"1219";"-";"LOG";"03:010:093:001";"0";"0"
"3227";"2";"3272";"1654";"2864";"0";"ZONE";"酒店电力控制(配电房)";"备用2";"E";"121A";"-";"LOG";"03:010:094:000";"0";"0"
"3228";"2";"3273";"1551";"3272";"60201";"ELEM";"酒店电力控制(配电房)";"备用2";"E";"121B";"-";"LOG";"03:010:094:001";"0";"0"
"3229";"2";"4";"1801";"0";"0";"AREA";"虚拟分区";"1801/4";"A";"A4CC";"-";"LOG";"04:000:000:000";"0";"0"
"3230";"2";"4";"1801";"0";"0";"AREA";"虚拟分区";"1801/4";"A";"A4CD";"-";"LOG";"04:000:000:000";"0";"0"
"3231";"2";"4";"1801";"0";"0";"AREA";"虚拟分区";"1801/4";"A";"A4EA";"-";"LOG";"04:000:000:000";"0";"0"
"3232";"2";"4";"1801";"0";"0";"AREA";"虚拟分区";"1801/4";"A";"A4EC";"-";"LOG";"04:000:000:000";"0";"0"
"3233";"2";"4";"1801";"0";"0";"AREA";"虚拟分区";"1801/4";"A";"A4ED";"-";"LOG";"04:000:000:000";"0";"0"
"3234";"2";"4";"1801";"0";"0";"AREA";"虚拟分区";"1801/4";"A";"A4EF";"-";"LOG";"04:000:000:000";"0";"0"
"3235";"2";"5688";"1751";"4";"0";"SECT";"虚拟分区";"气灭区探测器报警";"X";"0000";"-";"LOG";"04:001:000:000";"0";"0"
"3236";"2";"5690";"1654";"5688";"0";"ZONE";"气灭区探测器报警";"地下一层气灭探测器报警";"E";"1E98";"-";"LOG";"04:001:001:000";"0";"0"
"3237";"2";"5689";"1654";"5688";"0";"ZONE";"气灭区探测器报警";"一层气灭探测器报警";"E";"1E97";"-";"LOG";"04:001:002:000";"0";"0"
"3238";"2";"5699";"1654";"5688";"0";"ZONE";"气灭区探测器报警";"全部";"E";"1EA1";"-";"LOG";"04:001:003:000";"0";"0"
"3239";"2";"5629";"1751";"4";"0";"SECT";"虚拟分区";"探测延迟180秒启动";"X";"0000";"-";"LOG";"04:002:000:000";"0";"0"
"3240";"2";"5630";"1654";"5629";"0";"ZONE";"探测延迟180秒启动";"探测器延迟报警";"E";"1E5C";"-";"LOG";"04:002:001:000";"0";"0"
"3241";"2";"5632";"1656";"5629";"0";"ZONE";"探测延迟180秒启动";"塔楼探测器1点报警";"E";"1E5E";"-";"LOG";"04:002:002:000";"0";"0"
"3242";"2";"3609";"1751";"4";"0";"SECT";"虚拟分区";"2#机报警信号";"X";"0000";"-";"LOG";"04:003:000:000";"0";"0"
"3243";"2";"3610";"1656";"3609";"0";"ZONE";"2#机报警信号";"6F报警信号";"E";"13AD";"-";"LOG";"04:003:001:000";"0";"0"
"3244";"2";"3611";"1656";"3609";"0";"ZONE";"2#机报警信号";"7F报警信号";"E";"13AE";"-";"LOG";"04:003:002:000";"0";"0"
"3245";"2";"3612";"1656";"3609";"0";"ZONE";"2#机报警信号";"8F报警信号";"E";"13AF";"-";"LOG";"04:003:003:000";"0";"0"
"3246";"2";"3613";"1656";"3609";"0";"ZONE";"2#机报警信号";"9#报警信号";"E";"13B0";"-";"LOG";"04:003:004:000";"0";"0"
"3247";"2";"3614";"1656";"3609";"0";"ZONE";"2#机报警信号";"10F报警信号";"E";"13B1";"-";"LOG";"04:003:005:000";"0";"0"
"3248";"2";"3615";"1656";"3609";"0";"ZONE";"2#机报警信号";"11F报警信号";"E";"13B2";"-";"LOG";"04:003:006:000";"0";"0"
"3249";"2";"3616";"1656";"3609";"0";"ZONE";"2#机报警信号";"12F报警信号";"E";"13B3";"-";"LOG";"04:003:007:000";"0";"0"
"3250";"2";"3617";"1656";"3609";"0";"ZONE";"2#机报警信号";"15F报警信号";"E";"13B4";"-";"LOG";"04:003:008:000";"0";"0"
"3251";"2";"3618";"1656";"3609";"0";"ZONE";"2#机报警信号";"16F报警信号";"E";"13B5";"-";"LOG";"04:003:009:000";"0";"0"
"3252";"2";"3619";"1656";"3609";"0";"ZONE";"2#机报警信号";"17F报警信号";"E";"13B6";"-";"LOG";"04:003:010:000";"0";"0"
"3253";"2";"3620";"1656";"3609";"0";"ZONE";"2#机报警信号";"18F报警信号";"E";"13B7";"-";"LOG";"04:003:011:000";"0";"0"
"3254";"2";"3621";"1656";"3609";"0";"ZONE";"2#机报警信号";"19F报警信号";"E";"13B8";"-";"LOG";"04:003:012:000";"0";"0"
"3255";"2";"3622";"1656";"3609";"0";"ZONE";"2#机报警信号";"20F报警信号";"E";"13B9";"-";"LOG";"04:003:013:000";"0";"0"
"3256";"2";"3623";"1656";"3609";"0";"ZONE";"2#机报警信号";"机房层报警信号";"E";"13BA";"-";"LOG";"04:003:014:000";"0";"0"
"3257";"2";"4978";"1751";"4";"0";"SECT";"虚拟分区";"裙房层显";"X";"0000";"-";"LOG";"04:004:000:000";"0";"0"
"3258";"2";"4979";"1654";"4978";"0";"ZONE";"裙房层显";"一层自助餐区烟感";"E";"1B0E";"-";"LOG";"04:004:001:000";"0";"0"
"3259";"2";"4980";"1654";"4978";"0";"ZONE";"裙房层显";"一层大堂烟感1";"E";"1B0F";"-";"LOG";"04:004:002:000";"0";"0"
"3260";"2";"4981";"1654";"4978";"0";"ZONE";"裙房层显";"一层自助餐厅入口与夹层烟感2";"E";"1B10";"-";"LOG";"04:004:003:000";"0";"0"
"3261";"2";"4982";"1654";"4978";"0";"ZONE";"裙房层显";"一层楼梯与电井烟感";"E";"1B11";"-";"LOG";"04:004:004:000";"0";"0"
"3262";"2";"4983";"1654";"4978";"0";"ZONE";"裙房层显";"核心筒处与大堂、消防安保室";"E";"1B12";"-";"LOG";"04:004:005:000";"0";"0"
"3263";"2";"4984";"1654";"4978";"0";"ZONE";"裙房层显";"一层厨房区温烟感";"E";"1B13";"-";"LOG";"04:004:006:000";"0";"0"
"3264";"2";"4985";"1654";"4978";"0";"ZONE";"裙房层显";"二层走道温、烟感";"E";"1B14";"-";"LOG";"04:004:007:000";"0";"0"
"3265";"2";"4986";"1654";"4978";"0";"ZONE";"裙房层显";"二层前厅与中餐厅烟感";"E";"1B15";"-";"LOG";"04:004:008:000";"0";"0"
"3266";"2";"4993";"1654";"4978";"0";"ZONE";"裙房层显";"二层自动扶梯与夹层处烟感";"E";"1B1C";"-";"LOG";"04:004:009:000";"0";"0"
"3267";"2";"4994";"1654";"4978";"0";"ZONE";"裙房层显";"二层厨房区温、烟感";"E";"1B1D";"-";"LOG";"04:004:010:000";"0";"0"
"3268";"2";"4995";"1654";"4978";"0";"ZONE";"裙房层显";"二层电井、楼梯间烟感";"E";"1B1E";"-";"LOG";"04:004:011:000";"0";"0"
"3269";"2";"4996";"1654";"4978";"0";"ZONE";"裙房层显";"三层宴会厅烟感";"E";"1B1F";"-";"LOG";"04:004:012:000";"0";"0"
"3270";"2";"4997";"1654";"4978";"0";"ZONE";"裙房层显";"三层宴会区温、烟感";"E";"1B20";"-";"LOG";"04:004:013:000";"0";"0"
"3271";"2";"4998";"1654";"4978";"0";"ZONE";"裙房层显";"会议室、贵宾室烟感";"E";"1B21";"-";"LOG";"04:004:014:000";"0";"0"
"3272";"2";"4999";"1654";"4978";"0";"ZONE";"裙房层显";"宴会后勤通道、宴会设备间";"E";"1B22";"-";"LOG";"04:004:015:000";"0";"0"
"3273";"2";"5000";"1654";"4978";"0";"ZONE";"裙房层显";"电井、楼梯前室烟感";"E";"1B23";"-";"LOG";"04:004:016:000";"0";"0"
"3274";"2";"5119";"1654";"4978";"0";"ZONE";"裙房层显";"四层游泳池温感";"E";"1B9A";"-";"LOG";"04:004:017:000";"0";"0"
"3275";"2";"5120";"1654";"4978";"0";"ZONE";"裙房层显";"男冲凉房、女冲凉房温感";"E";"1B9B";"-";"LOG";"04:004:018:000";"0";"0"
"3276";"2";"5121";"1654";"4978";"0";"ZONE";"裙房层显";"核心筒通道、东空调机房烟感";"E";"1B9C";"-";"LOG";"04:004:019:000";"0";"0"
"3277";"2";"5122";"1654";"4978";"0";"ZONE";"裙房层显";"休息室、跳操房、电井烟感";"E";"1B9D";"-";"LOG";"04:004:020:000";"0";"0"
"3278";"2";"5123";"1654";"4978";"0";"ZONE";"裙房层显";"办公室、办公室门口烟感";"E";"1B9E";"-";"LOG";"04:004:021:000";"0";"0"
"3279";"2";"5124";"1654";"4978";"0";"ZONE";"裙房层显";"B1F锅炉房、柴油发电机房";"E";"1B9F";"-";"LOG";"04:004:022:000";"0";"0"
"3280";"2";"5125";"1654";"4978";"0";"ZONE";"裙房层显";"电井、电梯、楼梯及前室烟感";"E";"1BA0";"-";"LOG";"04:004:023:000";"0";"0"
"3281";"2";"5126";"1654";"4978";"0";"ZONE";"裙房层显";"员工餐厅、厨房区温、烟感";"E";"1BA1";"-";"LOG";"04:004:024:000";"0";"0"
"3282";"2";"5127";"1654";"4978";"0";"ZONE";"裙房层显";"卸货平台、风机房、走道烟感";"E";"1BA2";"-";"LOG";"04:004:025:000";"0";"0"
"3283";"2";"5128";"1654";"4978";"0";"ZONE";"裙房层显";"工程办公区烟感";"E";"1BA3";"-";"LOG";"04:004:026:000";"0";"0"
"3284";"2";"5129";"1654";"4978";"0";"ZONE";"裙房层显";"B2F女沐浴区、女更衣室";"E";"1BA4";"-";"LOG";"04:004:027:000";"0";"0"
"3285";"2";"5130";"1654";"4978";"0";"ZONE";"裙房层显";"男沐浴区、男更衣室";"E";"1BA5";"-";"LOG";"04:004:028:000";"0";"0"
"3286";"2";"5131";"1654";"4978";"0";"ZONE";"裙房层显";"换热站";"E";"1BA6";"-";"LOG";"04:004:029:000";"0";"0"
"3287";"2";"5132";"1654";"4978";"0";"ZONE";"裙房层显";"制冷机房";"E";"1BA7";"-";"LOG";"04:004:030:000";"0";"0"
"3288";"2";"5133";"1654";"4978";"0";"ZONE";"裙房层显";"洗衣房温感";"E";"1BA8";"-";"LOG";"04:004:031:000";"0";"0"
"3289";"2";"5134";"1654";"4978";"0";"ZONE";"裙房层显";"生活水泵房烟感";"E";"1BA9";"-";"LOG";"04:004:032:000";"0";"0"
"3290";"2";"5135";"1654";"4978";"0";"ZONE";"裙房层显";"电井、走道处烟感";"E";"1BAA";"-";"LOG";"04:004:033:000";"0";"0"
"3291";"2";"5136";"1654";"4978";"0";"ZONE";"裙房层显";"工作用房、管理用房烟感";"E";"1BAB";"-";"LOG";"04:004:034:000";"0";"0"
"3292";"2";"5039";"1751";"4";"0";"SECT";"虚拟分区";"四层防烟分区";"X";"0000";"-";"LOG";"04:005:000:000";"0";"0"
"3293";"2";"5040";"1654";"5039";"0";"ZONE";"四层防烟分区";"四层走道防烟分区1-1";"E";"1B4B";"-";"LOG";"04:005:001:000";"0";"0"
"3294";"2";"5041";"1654";"5039";"0";"ZONE";"四层防烟分区";"四层健身房防烟分区1-2";"E";"1B4C";"-";"LOG";"04:005:002:000";"0";"0"
"3295";"2";"5042";"1654";"5039";"0";"ZONE";"四层防烟分区";"四层办公室前走道防烟分区2-1";"E";"1B4D";"-";"LOG";"04:005:003:000";"0";"0"
"3296";"2";"5043";"1654";"5039";"0";"ZONE";"四层防烟分区";"四层电梯厅前厅防烟分区2-2";"E";"1B4E";"-";"LOG";"04:005:004:000";"0";"0"
"3297";"2";"5044";"1654";"5039";"0";"ZONE";"四层防烟分区";"四层泳池防烟分区2-3";"E";"1B4F";"-";"LOG";"04:005:005:000";"0";"0"
"3298";"2";"5046";"1751";"4";"0";"SECT";"虚拟分区";"三层防烟分区";"X";"0000";"-";"LOG";"04:006:000:000";"0";"0"
"3299";"2";"5054";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层走道防烟分区1-1";"E";"1B59";"-";"LOG";"04:006:001:000";"0";"0"
"3300";"2";"5055";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层大会议室防烟分区1-2";"E";"1B5A";"-";"LOG";"04:006:002:000";"0";"0"
"3301";"2";"5056";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层贵宾室防烟分区1-3";"E";"1B5B";"-";"LOG";"04:006:003:000";"0";"0"
"3302";"2";"5057";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层宴会前厅防烟分区2-1";"E";"1B5C";"-";"LOG";"04:006:004:000";"0";"0"
"3303";"2";"5058";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层宴会厅防烟分区2-2";"E";"1B5D";"-";"LOG";"04:006:005:000";"0";"0"
"3304";"2";"5059";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层家具库防烟分区3-1";"E";"1B5E";"-";"LOG";"04:006:006:000";"0";"0"
"3305";"2";"5060";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层家具库防烟分区3-2";"E";"1B5F";"-";"LOG";"04:006:007:000";"0";"0"
"3306";"2";"5061";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层宴会后勤通道防烟分区3-3";"E";"1B60";"-";"LOG";"04:006:008:000";"0";"0"
"3307";"2";"5062";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层宴会后勤通道防烟分区3-4";"E";"1B61";"-";"LOG";"04:006:009:000";"0";"0"
"3308";"2";"5064";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层宴会厨房防烟分区3-5";"E";"1B63";"-";"LOG";"04:006:010:000";"0";"0"
"3309";"2";"5063";"1654";"5046";"0";"ZONE";"三层防烟分区";"三层宴会厨房防烟分区3-6";"E";"1B62";"-";"LOG";"04:006:011:000";"0";"0"
"3310";"2";"5047";"1751";"4";"0";"SECT";"虚拟分区";"二层防烟分区";"X";"0000";"-";"LOG";"04:007:000:000";"0";"0"
"3311";"2";"5065";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层万达厅防烟分区1-1";"E";"1B64";"-";"LOG";"04:007:001:000";"0";"0"
"3312";"2";"5066";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层包间13、14防烟分区1-3";"E";"1B65";"-";"LOG";"04:007:002:000";"0";"0"
"3313";"2";"5067";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层中餐大厅防烟分区1-4";"E";"1B66";"-";"LOG";"04:007:003:000";"0";"0"
"3314";"2";"5068";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层中餐厨房防烟分区1-5";"E";"1B67";"-";"LOG";"04:007:004:000";"0";"0"
"3315";"2";"5069";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层包间5门前走道分区1-6";"E";"1B68";"-";"LOG";"04:007:005:000";"0";"0"
"3316";"2";"5070";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层走道防烟分区2-1";"E";"1B69";"-";"LOG";"04:007:006:000";"0";"0"
"3317";"2";"5072";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层扶梯旁走道防烟分区2-2";"E";"1B6B";"-";"LOG";"04:007:007:000";"0";"0"
"3318";"2";"5071";"1654";"5047";"0";"ZONE";"二层防烟分区";"二层电梯厅前厅防烟分区2-3";"E";"1B6A";"-";"LOG";"04:007:008:000";"0";"0"
"3319";"2";"5048";"1751";"4";"0";"SECT";"虚拟分区";"一层防烟分区";"X";"0000";"-";"LOG";"04:008:000:000";"0";"0"
"3320";"2";"5073";"1654";"5048";"0";"ZONE";"一层防烟分区";"一层厨房前走道防烟分区1-1";"E";"1B6C";"-";"LOG";"04:008:001:000";"0";"0"
"3321";"2";"5074";"1654";"5048";"0";"ZONE";"一层防烟分区";"一层消控室旁走道防烟分区1-2";"E";"1B6D";"-";"LOG";"04:008:002:000";"0";"0"
"3322";"2";"5075";"1654";"5048";"0";"ZONE";"一层防烟分区";"一层电梯厅前厅防烟分区1-3";"E";"1B6E";"-";"LOG";"04:008:003:000";"0";"0"
"3323";"2";"5049";"1751";"4";"0";"SECT";"虚拟分区";"地下一层防烟分区";"X";"0000";"-";"LOG";"04:009:000:000";"0";"0"
"3324";"2";"5076";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F走道防烟分区1-1";"E";"1B6F";"-";"LOG";"04:009:001:000";"0";"0"
"3325";"2";"5077";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F人事办公室防烟分区2-1";"E";"1B70";"-";"LOG";"04:009:002:000";"0";"0"
"3326";"2";"5078";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F走道防烟分区2-2";"E";"1B71";"-";"LOG";"04:009:003:000";"0";"0"
"3327";"2";"5079";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F培训教室2-3";"E";"1B72";"-";"LOG";"04:009:004:000";"0";"0"
"3328";"2";"5080";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F工程办公室防烟分区2-4";"E";"1B73";"-";"LOG";"04:009:005:000";"0";"0"
"3329";"2";"5081";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F员工餐厅防烟分区2-5";"E";"1B74";"-";"LOG";"04:009:006:000";"0";"0"
"3330";"2";"5082";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F员工餐厅厨房防烟分区2-6";"E";"1B75";"-";"LOG";"04:009:007:000";"0";"0"
"3331";"2";"5083";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F走道防烟分区3-1";"E";"1B76";"-";"LOG";"04:009:008:000";"0";"0"
"3332";"2";"5084";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F粗加工厨房内走道分区3-2";"E";"1B77";"-";"LOG";"04:009:009:000";"0";"0"
"3333";"2";"5085";"1654";"5049";"0";"ZONE";"地下一层防烟分区";"B1F面包房防烟分区3-3";"E";"1B78";"-";"LOG";"04:009:010:000";"0";"0"
"3334";"2";"5050";"1751";"4";"0";"SECT";"虚拟分区";"地下二层防烟分区";"X";"0000";"-";"LOG";"04:010:000:000";"0";"0"
"3335";"2";"5086";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F走道防烟分区1-1";"E";"1B79";"-";"LOG";"04:010:001:000";"0";"0"
"3336";"2";"5087";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F男更衣室防烟分区1-2";"E";"1B7A";"-";"LOG";"04:010:002:000";"0";"0"
"3337";"2";"5088";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F女更衣室防烟分区2-4";"E";"1B7B";"-";"LOG";"04:010:003:000";"0";"0"
"3338";"2";"5089";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F制服部防烟分区2-5";"E";"1B7C";"-";"LOG";"04:010:004:000";"0";"0"
"3339";"2";"5090";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F走道防烟分区2-6";"E";"1B7D";"-";"LOG";"04:010:005:000";"0";"0"
"3340";"2";"5091";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F洗衣房防烟分区2-1";"E";"1B7E";"-";"LOG";"04:010:006:000";"0";"0"
"3341";"2";"5092";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F洗衣房防烟分区2-2";"E";"1B7F";"-";"LOG";"04:010:007:000";"0";"0"
"3342";"2";"5093";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F管家部防烟分区2-3";"E";"1B80";"-";"LOG";"04:010:008:000";"0";"0"
"3343";"2";"5098";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F走道防烟分区3-1";"E";"1B85";"-";"LOG";"04:010:009:000";"0";"0"
"3344";"2";"5099";"1654";"5050";"0";"ZONE";"地下二层防烟分区";"B2F管理用房防烟分区3-2";"E";"1B86";"-";"LOG";"04:010:010:000";"0";"0"
"3345";"2";"33";"1201";"0";"0";"CBD";"1#裙房区主机";"1201/33";"A";"0122";"-";"PHYS";"01:000:000:000:000";"0";"0"
"3346";"2";"33";"1201";"0";"0";"CBD";"1#裙房区主机";"1201/33";"0";"0003";"-";"PHYS";"01:000:000:000:000";"0";"0"
"3347";"2";"33";"1201";"0";"0";"CBD";"1#裙房区主机";"1201/33";"0";"000D";"-";"PHYS";"01:000:000:000:000";"0";"0"
"3348";"2";"33";"1201";"0";"0";"CBD";"1#裙房区主机";"1201/33";"0";"000E";"-";"PHYS";"01:000:000:000:000";"0";"0"
"3349";"2";"33";"1201";"0";"0";"CBD";"1#裙房区主机";"1201/33";"X";"0000";"???";"PHYS";"01:000:000:000:000";"0";"0"
"3350";"2";"102";"1340";"33";"0";"IBDHI";"1#裙房区主机";"供电监察";"0";"0167";"-";"PHYS";"01:001:000:000:000";"0";"0"
"3351";"2";"447";"1320";"33";"0";"IBDHI";"1#裙房区主机";"E3X10x控制器输入输出点";"0";"0342";"-";"PHYS";"01:002:000:000:000";"0";"0"
"3352";"2";"448";"1413";"447";"0";"DBDLO";"1413/448";"1413/448";"X";"0000";"-";"PHYS";"01:002:001:000:000";"0";"0"
"3353";"2";"449";"1413";"447";"0";"DBDLO";"1413/449";"1413/449";"X";"0000";"-";"PHYS";"01:002:002:000:000";"0";"0"
"3354";"2";"450";"1413";"447";"0";"DBDLO";"1413/450";"1413/450";"X";"0000";"-";"PHYS";"01:002:003:000:000";"0";"0"
"3355";"2";"451";"1413";"447";"0";"DBDLO";"1413/451";"1413/451";"X";"0000";"-";"PHYS";"01:002:004:000:000";"0";"0"
"3356";"2";"452";"1413";"447";"0";"DBDLO";"1413/452";"1413/452";"X";"0000";"-";"PHYS";"01:002:005:000:000";"0";"0"
"3357";"2";"453";"1413";"447";"0";"DBDLO";"1413/453";"1413/453";"X";"0000";"-";"PHYS";"01:002:006:000:000";"0";"0"
"3358";"2";"454";"1413";"447";"0";"DBDLO";"1413/454";"1413/454";"X";"0000";"-";"PHYS";"01:002:007:000:000";"0";"0"
"3359";"2";"455";"1413";"447";"0";"DBDLO";"1413/455";"1413/455";"X";"0000";"-";"PHYS";"01:002:008:000:000";"0";"0"
"3360";"2";"456";"1413";"447";"0";"DBDLO";"1413/456";"1413/456";"X";"0000";"-";"PHYS";"01:002:009:000:000";"0";"0"
"3361";"2";"457";"1413";"447";"0";"DBDLO";"1413/457";"1413/457";"X";"0000";"-";"PHYS";"01:002:010:000:000";"0";"0"
"3362";"2";"458";"1413";"447";"0";"DBDLO";"1413/458";"1413/458";"X";"0000";"-";"PHYS";"01:002:011:000:000";"0";"0"
"3363";"2";"459";"1413";"447";"0";"DBDLO";"1413/459";"1413/459";"X";"0000";"-";"PHYS";"01:002:012:000:000";"0";"0"
"3364";"2";"460";"1413";"447";"0";"DBDLO";"1413/460";"1413/460";"X";"0000";"-";"PHYS";"01:002:013:000:000";"0";"0"
"3365";"2";"461";"1413";"447";"0";"DBDLO";"1413/461";"1413/461";"X";"0000";"-";"PHYS";"01:002:014:000:000";"0";"0"
"3366";"2";"462";"1413";"447";"0";"DBDLO";"1413/462";"1413/462";"X";"0000";"-";"PHYS";"01:002:015:000:000";"0";"0"
"3367";"2";"463";"1413";"447";"0";"DBDLO";"1413/463";"1413/463";"X";"0000";"-";"PHYS";"01:002:016:000:000";"0";"0"
"3368";"2";"464";"1413";"447";"0";"DBDLO";"1413/464";"1413/464";"X";"0000";"-";"PHYS";"01:002:017:000:000";"0";"0"
"3369";"2";"465";"1413";"447";"0";"DBDLO";"1413/465";"1413/465";"X";"0000";"-";"PHYS";"01:002:018:000:000";"0";"0"
"3370";"2";"466";"1413";"447";"0";"DBDLO";"1413/466";"1413/466";"X";"0000";"-";"PHYS";"01:002:019:000:000";"0";"0"
"3371";"2";"467";"1413";"447";"0";"DBDLO";"1413/467";"1413/467";"X";"0000";"-";"PHYS";"01:002:020:000:000";"0";"0"
"3372";"2";"468";"1413";"447";"0";"DBDLO";"1413/468";"1413/468";"X";"0000";"-";"PHYS";"01:002:021:000:000";"0";"0"
"3373";"2";"469";"1413";"447";"0";"DBDLO";"1413/469";"1413/469";"X";"0000";"-";"PHYS";"01:002:022:000:000";"0";"0"
"3374";"2";"65534";"1311";"33";"0";"????";"1#裙房区主机";"回路卡1(5F)";"X";"0000";"-";"PHYS";"01:004:000:000:000";"0";"0"
"3375";"2";"65533";"1308";"65534";"0";"????";"1#裙房区主机";"5F-1回路";"X";"0000";"-";"PHYS";"01:004:001:000:000";"0";"0"
"3376";"2";"58813";"1419";"65533";"0";"????";"1#裙房区主机 / 5F-1回路";"";"X";"0000";"-";"PHYS";"01:004:001:001:000";"0";"0"
"3377";"2";"58808";"1422";"58813";"3582";"????";"1422/58808";"1422/58808";"X";"0000";"-";"PHYS";"01:004:001:001:001";"0";"0"
"3378";"2";"58807";"1422";"58813";"0";"????";"1422/58807";"1422/58807";"X";"0000";"-";"PHYS";"01:004:001:001:002";"0";"0"
"3379";"2";"58806";"1422";"58813";"0";"????";"1422/58806";"1422/58806";"X";"0000";"-";"PHYS";"01:004:001:001:003";"0";"0"
"3380";"2";"58805";"1422";"58813";"0";"????";"1422/58805";"1422/58805";"X";"0000";"-";"PHYS";"01:004:001:001:004";"0";"0"
"3381";"2";"58804";"1417";"65533";"0";"????";"1417/58804";"1417/58804";"X";"0000";"-";"PHYS";"01:004:001:002:000";"0";"0"
"3382";"2";"58803";"1417";"65533";"0";"????";"1417/58803";"1417/58803";"X";"0000";"-";"PHYS";"01:004:001:003:000";"0";"0"
"3383";"2";"58802";"1417";"65533";"0";"????";"1417/58802";"1417/58802";"X";"0000";"-";"PHYS";"01:004:001:004:000";"0";"0"
"3384";"2";"58801";"1417";"65533";"0";"????";"1417/58801";"1417/58801";"X";"0000";"-";"PHYS";"01:004:001:005:000";"0";"0"
"3385";"2";"58800";"1418";"65533";"0";"????";"1418/58800";"1418/58800";"X";"0000";"-";"PHYS";"01:004:001:006:000";"0";"0"
"3386";"2";"58799";"1417";"65533";"0";"????";"1417/58799";"1417/58799";"X";"0000";"-";"PHYS";"01:004:001:007:000";"0";"0"
"3387";"2";"58798";"1417";"65533";"0";"????";"1417/58798";"1417/58798";"X";"0000";"-";"PHYS";"01:004:001:008:000";"0";"0"
"3388";"2";"58797";"1418";"65533";"0";"????";"1418/58797";"1418/58797";"X";"0000";"-";"PHYS";"01:004:001:009:000";"0";"0"
"3389";"2";"58796";"1417";"65533";"0";"????";"1417/58796";"1417/58796";"X";"0000";"-";"PHYS";"01:004:001:010:000";"0";"0"
"3390";"2";"58795";"1417";"65533";"0";"????";"1417/58795";"1417/58795";"X";"0000";"-";"PHYS";"01:004:001:011:000";"0";"0"
"3391";"2";"58794";"1418";"65533";"0";"????";"1418/58794";"1418/58794";"X";"0000";"-";"PHYS";"01:004:001:012:000";"0";"0"
