"0";"2";"23-OCT-2017 09:38:32";"CC11LIST V0734";"C:\Users\Administrator\Desktop\泰州万达希尔顿酒店170217\DCR001C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"3392";"2";"58793";"1417";"65533";"0";"????";"1417/58793";"1417/58793";"X";"0000";"-";"PHYS";"01:004:001:013:000";"0";"0"
"3393";"2";"58792";"1417";"65533";"0";"????";"1417/58792";"1417/58792";"X";"0000";"-";"PHYS";"01:004:001:014:000";"0";"0"
"3394";"2";"58791";"1417";"65533";"0";"????";"1417/58791";"1417/58791";"X";"0000";"-";"PHYS";"01:004:001:015:000";"0";"0"
"3395";"2";"58790";"1419";"65533";"0";"????";"1#裙房区主机 / 5F-1回路";"";"X";"0000";"-";"PHYS";"01:004:001:016:000";"0";"0"
"3396";"2";"58785";"1422";"58790";"5463";"????";"1422/58785";"1422/58785";"X";"0000";"-";"PHYS";"01:004:001:016:001";"0";"0"
"3397";"2";"58784";"1422";"58790";"0";"????";"1422/58784";"1422/58784";"X";"0000";"-";"PHYS";"01:004:001:016:002";"0";"0"
"3398";"2";"58783";"1422";"58790";"0";"????";"1422/58783";"1422/58783";"X";"0000";"-";"PHYS";"01:004:001:016:003";"0";"0"
"3399";"2";"58782";"1422";"58790";"0";"????";"1422/58782";"1422/58782";"X";"0000";"-";"PHYS";"01:004:001:016:004";"0";"0"
"3400";"2";"58781";"1418";"65533";"0";"????";"1418/58781";"1418/58781";"X";"0000";"-";"PHYS";"01:004:001:017:000";"0";"0"
"3401";"2";"58780";"1417";"65533";"0";"????";"1417/58780";"1417/58780";"X";"0000";"-";"PHYS";"01:004:001:018:000";"0";"0"
"3402";"2";"58779";"1417";"65533";"0";"????";"1417/58779";"1417/58779";"X";"0000";"-";"PHYS";"01:004:001:019:000";"0";"0"
"3403";"2";"58778";"1418";"65533";"0";"????";"1418/58778";"1418/58778";"X";"0000";"-";"PHYS";"01:004:001:020:000";"0";"0"
"3404";"2";"58777";"1417";"65533";"0";"????";"1417/58777";"1417/58777";"X";"0000";"-";"PHYS";"01:004:001:021:000";"0";"0"
"3405";"2";"65532";"1308";"65534";"0";"????";"1#裙房区主机";"5F-2回路";"X";"0000";"-";"PHYS";"01:004:002:000:000";"0";"0"
"3406";"2";"60735";"1417";"65532";"0";"????";"1417/60735";"1417/60735";"X";"0000";"-";"PHYS";"01:004:002:001:000";"0";"0"
"3407";"2";"60734";"1417";"65532";"0";"????";"1417/60734";"1417/60734";"X";"0000";"-";"PHYS";"01:004:002:002:000";"0";"0"
"3408";"2";"60733";"1418";"65532";"0";"????";"1418/60733";"1418/60733";"X";"0000";"-";"PHYS";"01:004:002:003:000";"0";"0"
"3409";"2";"60732";"1418";"65532";"0";"????";"1418/60732";"1418/60732";"X";"0000";"-";"PHYS";"01:004:002:004:000";"0";"0"
"3410";"2";"60731";"1417";"65532";"0";"????";"1417/60731";"1417/60731";"X";"0000";"-";"PHYS";"01:004:002:005:000";"0";"0"
"3411";"2";"60730";"1417";"65532";"0";"????";"1417/60730";"1417/60730";"X";"0000";"-";"PHYS";"01:004:002:006:000";"0";"0"
"3412";"2";"60729";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:007:000";"0";"0"
"3413";"2";"60724";"1422";"60729";"3584";"????";"1422/60724";"1422/60724";"X";"0000";"-";"PHYS";"01:004:002:007:001";"0";"0"
"3414";"2";"60723";"1422";"60729";"0";"????";"1422/60723";"1422/60723";"X";"0000";"-";"PHYS";"01:004:002:007:002";"0";"0"
"3415";"2";"60722";"1422";"60729";"0";"????";"1422/60722";"1422/60722";"X";"0000";"-";"PHYS";"01:004:002:007:003";"0";"0"
"3416";"2";"60721";"1422";"60729";"0";"????";"1422/60721";"1422/60721";"X";"0000";"-";"PHYS";"01:004:002:007:004";"0";"0"
"3417";"2";"60720";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:008:000";"0";"0"
"3418";"2";"60719";"1422";"60720";"4013";"????";"1422/60719";"1422/60719";"X";"0000";"-";"PHYS";"01:004:002:008:001";"0";"0"
"3419";"2";"60718";"1422";"60720";"0";"????";"1422/60718";"1422/60718";"X";"0000";"-";"PHYS";"01:004:002:008:002";"0";"0"
"3420";"2";"60717";"1422";"60720";"0";"????";"1422/60717";"1422/60717";"X";"0000";"-";"PHYS";"01:004:002:008:003";"0";"0"
"3421";"2";"60716";"1422";"60720";"0";"????";"1422/60716";"1422/60716";"X";"0000";"-";"PHYS";"01:004:002:008:004";"0";"0"
"3422";"2";"60715";"1417";"65532";"0";"????";"1417/60715";"1417/60715";"X";"0000";"-";"PHYS";"01:004:002:009:000";"0";"0"
"3423";"2";"60714";"1417";"65532";"0";"????";"1417/60714";"1417/60714";"X";"0000";"-";"PHYS";"01:004:002:010:000";"0";"0"
"3424";"2";"60713";"1417";"65532";"0";"????";"1417/60713";"1417/60713";"X";"0000";"-";"PHYS";"01:004:002:011:000";"0";"0"
"3425";"2";"60712";"1417";"65532";"0";"????";"1417/60712";"1417/60712";"X";"0000";"-";"PHYS";"01:004:002:012:000";"0";"0"
"3426";"2";"60711";"1417";"65532";"0";"????";"1417/60711";"1417/60711";"X";"0000";"-";"PHYS";"01:004:002:013:000";"0";"0"
"3427";"2";"60710";"1417";"65532";"0";"????";"1417/60710";"1417/60710";"X";"0000";"-";"PHYS";"01:004:002:014:000";"0";"0"
"3428";"2";"60709";"1417";"65532";"0";"????";"1417/60709";"1417/60709";"X";"0000";"-";"PHYS";"01:004:002:015:000";"0";"0"
"3429";"2";"60708";"1417";"65532";"0";"????";"1417/60708";"1417/60708";"X";"0000";"-";"PHYS";"01:004:002:016:000";"0";"0"
"3430";"2";"60707";"1417";"65532";"0";"????";"1417/60707";"1417/60707";"X";"0000";"-";"PHYS";"01:004:002:017:000";"0";"0"
"3431";"2";"60706";"1417";"65532";"0";"????";"1417/60706";"1417/60706";"X";"0000";"-";"PHYS";"01:004:002:018:000";"0";"0"
"3432";"2";"60705";"1417";"65532";"0";"????";"1417/60705";"1417/60705";"X";"0000";"-";"PHYS";"01:004:002:019:000";"0";"0"
"3433";"2";"60446";"1417";"65532";"0";"????";"1417/60446";"1417/60446";"X";"0000";"-";"PHYS";"01:004:002:020:000";"0";"0"
"3434";"2";"60704";"1417";"65532";"0";"????";"1417/60704";"1417/60704";"X";"0000";"-";"PHYS";"01:004:002:021:000";"0";"0"
"3435";"2";"60703";"1417";"65532";"0";"????";"1417/60703";"1417/60703";"X";"0000";"-";"PHYS";"01:004:002:022:000";"0";"0"
"3436";"2";"60702";"1417";"65532";"0";"????";"1417/60702";"1417/60702";"X";"0000";"-";"PHYS";"01:004:002:023:000";"0";"0"
"3437";"2";"60701";"1417";"65532";"0";"????";"1417/60701";"1417/60701";"X";"0000";"-";"PHYS";"01:004:002:024:000";"0";"0"
"3438";"2";"60700";"1417";"65532";"0";"????";"1417/60700";"1417/60700";"X";"0000";"-";"PHYS";"01:004:002:025:000";"0";"0"
"3439";"2";"60699";"1417";"65532";"0";"????";"1417/60699";"1417/60699";"X";"0000";"-";"PHYS";"01:004:002:026:000";"0";"0"
"3440";"2";"60698";"1417";"65532";"0";"????";"1417/60698";"1417/60698";"X";"0000";"-";"PHYS";"01:004:002:027:000";"0";"0"
"3441";"2";"60697";"1417";"65532";"0";"????";"1417/60697";"1417/60697";"X";"0000";"-";"PHYS";"01:004:002:028:000";"0";"0"
"3442";"2";"60696";"1417";"65532";"0";"????";"1417/60696";"1417/60696";"X";"0000";"-";"PHYS";"01:004:002:029:000";"0";"0"
"3443";"2";"60695";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:030:000";"0";"0"
"3444";"2";"60694";"1422";"60695";"4015";"????";"1422/60694";"1422/60694";"X";"0000";"-";"PHYS";"01:004:002:030:001";"0";"0"
"3445";"2";"60693";"1422";"60695";"0";"????";"1422/60693";"1422/60693";"X";"0000";"-";"PHYS";"01:004:002:030:002";"0";"0"
"3446";"2";"60692";"1422";"60695";"0";"????";"1422/60692";"1422/60692";"X";"0000";"-";"PHYS";"01:004:002:030:003";"0";"0"
"3447";"2";"60691";"1422";"60695";"0";"????";"1422/60691";"1422/60691";"X";"0000";"-";"PHYS";"01:004:002:030:004";"0";"0"
"3448";"2";"60690";"1418";"65532";"0";"????";"1418/60690";"1418/60690";"X";"0000";"-";"PHYS";"01:004:002:031:000";"0";"0"
"3449";"2";"60689";"1417";"65532";"0";"????";"1417/60689";"1417/60689";"X";"0000";"-";"PHYS";"01:004:002:032:000";"0";"0"
"3450";"2";"60688";"1417";"65532";"0";"????";"1417/60688";"1417/60688";"X";"0000";"-";"PHYS";"01:004:002:033:000";"0";"0"
"3451";"2";"60687";"1417";"65532";"0";"????";"1417/60687";"1417/60687";"X";"0000";"-";"PHYS";"01:004:002:034:000";"0";"0"
"3452";"2";"60686";"1417";"65532";"0";"????";"1417/60686";"1417/60686";"X";"0000";"-";"PHYS";"01:004:002:035:000";"0";"0"
"3453";"2";"60685";"1417";"65532";"0";"????";"1417/60685";"1417/60685";"X";"0000";"-";"PHYS";"01:004:002:036:000";"0";"0"
"3454";"2";"60684";"1417";"65532";"0";"????";"1417/60684";"1417/60684";"X";"0000";"-";"PHYS";"01:004:002:037:000";"0";"0"
"3455";"2";"60683";"1417";"65532";"0";"????";"1417/60683";"1417/60683";"X";"0000";"-";"PHYS";"01:004:002:038:000";"0";"0"
"3456";"2";"60682";"1417";"65532";"0";"????";"1417/60682";"1417/60682";"X";"0000";"-";"PHYS";"01:004:002:039:000";"0";"0"
"3457";"2";"60681";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:040:000";"0";"0"
"3458";"2";"60676";"1422";"60681";"3586";"????";"1422/60676";"1422/60676";"X";"0000";"-";"PHYS";"01:004:002:040:001";"0";"0"
"3459";"2";"60675";"1422";"60681";"0";"????";"1422/60675";"1422/60675";"X";"0000";"-";"PHYS";"01:004:002:040:002";"0";"0"
"3460";"2";"60674";"1422";"60681";"0";"????";"1422/60674";"1422/60674";"X";"0000";"-";"PHYS";"01:004:002:040:003";"0";"0"
"3461";"2";"60673";"1422";"60681";"0";"????";"1422/60673";"1422/60673";"X";"0000";"-";"PHYS";"01:004:002:040:004";"0";"0"
"3462";"2";"60672";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:041:000";"0";"0"
"3463";"2";"60671";"1422";"60672";"4017";"????";"1422/60671";"1422/60671";"X";"0000";"-";"PHYS";"01:004:002:041:001";"0";"0"
"3464";"2";"60670";"1422";"60672";"0";"????";"1422/60670";"1422/60670";"X";"0000";"-";"PHYS";"01:004:002:041:002";"0";"0"
"3465";"2";"60669";"1422";"60672";"0";"????";"1422/60669";"1422/60669";"X";"0000";"-";"PHYS";"01:004:002:041:003";"0";"0"
"3466";"2";"60668";"1422";"60672";"0";"????";"1422/60668";"1422/60668";"X";"0000";"-";"PHYS";"01:004:002:041:004";"0";"0"
"3467";"2";"60667";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:042:000";"0";"0"
"3468";"2";"60666";"1422";"60667";"4019";"????";"1422/60666";"1422/60666";"X";"0000";"-";"PHYS";"01:004:002:042:001";"0";"0"
"3469";"2";"60665";"1422";"60667";"4106";"????";"1422/60665";"1422/60665";"X";"0000";"-";"PHYS";"01:004:002:042:002";"0";"0"
"3470";"2";"60664";"1422";"60667";"0";"????";"1422/60664";"1422/60664";"X";"0000";"-";"PHYS";"01:004:002:042:003";"0";"0"
"3471";"2";"60663";"1422";"60667";"0";"????";"1422/60663";"1422/60663";"X";"0000";"-";"PHYS";"01:004:002:042:004";"0";"0"
"3472";"2";"60662";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:043:000";"0";"0"
"3473";"2";"60661";"1422";"60662";"4104";"????";"1422/60661";"1422/60661";"X";"0000";"-";"PHYS";"01:004:002:043:001";"0";"0"
"3474";"2";"60660";"1422";"60662";"4021";"????";"1422/60660";"1422/60660";"X";"0000";"-";"PHYS";"01:004:002:043:002";"0";"0"
"3475";"2";"60659";"1422";"60662";"0";"????";"1422/60659";"1422/60659";"X";"0000";"-";"PHYS";"01:004:002:043:003";"0";"0"
"3476";"2";"60658";"1422";"60662";"0";"????";"1422/60658";"1422/60658";"X";"0000";"-";"PHYS";"01:004:002:043:004";"0";"0"
"3477";"2";"60657";"1417";"65532";"0";"????";"1417/60657";"1417/60657";"X";"0000";"-";"PHYS";"01:004:002:044:000";"0";"0"
"3478";"2";"60656";"1417";"65532";"0";"????";"1417/60656";"1417/60656";"X";"0000";"-";"PHYS";"01:004:002:045:000";"0";"0"
"3479";"2";"60655";"1418";"65532";"0";"????";"1418/60655";"1418/60655";"X";"0000";"-";"PHYS";"01:004:002:046:000";"0";"0"
"3480";"2";"60654";"1418";"65532";"0";"????";"1418/60654";"1418/60654";"X";"0000";"-";"PHYS";"01:004:002:047:000";"0";"0"
"3481";"2";"60653";"1417";"65532";"0";"????";"1417/60653";"1417/60653";"X";"0000";"-";"PHYS";"01:004:002:048:000";"0";"0"
"3482";"2";"60652";"1417";"65532";"0";"????";"1417/60652";"1417/60652";"X";"0000";"-";"PHYS";"01:004:002:049:000";"0";"0"
"3483";"2";"60651";"1417";"65532";"0";"????";"1417/60651";"1417/60651";"X";"0000";"-";"PHYS";"01:004:002:050:000";"0";"0"
"3484";"2";"60650";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:051:000";"0";"0"
"3485";"2";"60649";"1422";"60650";"4023";"????";"1422/60649";"1422/60649";"X";"0000";"-";"PHYS";"01:004:002:051:001";"0";"0"
"3486";"2";"60648";"1422";"60650";"0";"????";"1422/60648";"1422/60648";"X";"0000";"-";"PHYS";"01:004:002:051:002";"0";"0"
"3487";"2";"60647";"1422";"60650";"0";"????";"1422/60647";"1422/60647";"X";"0000";"-";"PHYS";"01:004:002:051:003";"0";"0"
"3488";"2";"60646";"1422";"60650";"0";"????";"1422/60646";"1422/60646";"X";"0000";"-";"PHYS";"01:004:002:051:004";"0";"0"
"3489";"2";"60645";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:052:000";"0";"0"
"3490";"2";"60640";"1422";"60645";"4005";"????";"1422/60640";"1422/60640";"X";"0000";"-";"PHYS";"01:004:002:052:001";"0";"0"
"3491";"2";"60639";"1422";"60645";"0";"????";"1422/60639";"1422/60639";"X";"0000";"-";"PHYS";"01:004:002:052:002";"0";"0"
"3492";"2";"60638";"1422";"60645";"0";"????";"1422/60638";"1422/60638";"X";"0000";"-";"PHYS";"01:004:002:052:003";"0";"0"
"3493";"2";"60637";"1422";"60645";"0";"????";"1422/60637";"1422/60637";"X";"0000";"-";"PHYS";"01:004:002:052:004";"0";"0"
"3494";"2";"60636";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:053:000";"0";"0"
"3495";"2";"60631";"1422";"60636";"5455";"????";"1422/60631";"1422/60631";"X";"0000";"-";"PHYS";"01:004:002:053:001";"0";"0"
"3496";"2";"60630";"1422";"60636";"5453";"????";"1422/60630";"1422/60630";"X";"0000";"-";"PHYS";"01:004:002:053:002";"0";"0"
"3497";"2";"60629";"1422";"60636";"0";"????";"1422/60629";"1422/60629";"X";"0000";"-";"PHYS";"01:004:002:053:003";"0";"0"
"3498";"2";"60628";"1422";"60636";"0";"????";"1422/60628";"1422/60628";"X";"0000";"-";"PHYS";"01:004:002:053:004";"0";"0"
"3499";"2";"60627";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:054:000";"0";"0"
"3500";"2";"60626";"1422";"60627";"5461";"????";"1422/60626";"1422/60626";"X";"0000";"-";"PHYS";"01:004:002:054:001";"0";"0"
"3501";"2";"60625";"1422";"60627";"5457";"????";"1422/60625";"1422/60625";"X";"0000";"-";"PHYS";"01:004:002:054:002";"0";"0"
"3502";"2";"60624";"1422";"60627";"0";"????";"1422/60624";"1422/60624";"X";"0000";"-";"PHYS";"01:004:002:054:003";"0";"0"
"3503";"2";"60623";"1422";"60627";"0";"????";"1422/60623";"1422/60623";"X";"0000";"-";"PHYS";"01:004:002:054:004";"0";"0"
"3504";"2";"60622";"1417";"65532";"0";"????";"1417/60622";"1417/60622";"X";"0000";"-";"PHYS";"01:004:002:055:000";"0";"0"
"3505";"2";"60621";"1417";"65532";"0";"????";"1417/60621";"1417/60621";"X";"0000";"-";"PHYS";"01:004:002:056:000";"0";"0"
"3506";"2";"60620";"1417";"65532";"0";"????";"1417/60620";"1417/60620";"X";"0000";"-";"PHYS";"01:004:002:057:000";"0";"0"
"3507";"2";"60619";"1417";"65532";"0";"????";"1417/60619";"1417/60619";"X";"0000";"-";"PHYS";"01:004:002:058:000";"0";"0"
"3508";"2";"60618";"1417";"65532";"0";"????";"1417/60618";"1417/60618";"X";"0000";"-";"PHYS";"01:004:002:059:000";"0";"0"
"3509";"2";"60617";"1417";"65532";"0";"????";"1417/60617";"1417/60617";"X";"0000";"-";"PHYS";"01:004:002:060:000";"0";"0"
"3510";"2";"60616";"1418";"65532";"0";"????";"1418/60616";"1418/60616";"X";"0000";"-";"PHYS";"01:004:002:061:000";"0";"0"
"3511";"2";"60615";"1417";"65532";"0";"????";"1417/60615";"1417/60615";"X";"0000";"-";"PHYS";"01:004:002:062:000";"0";"0"
"3512";"2";"60614";"1418";"65532";"0";"????";"1418/60614";"1418/60614";"X";"0000";"-";"PHYS";"01:004:002:063:000";"0";"0"
"3513";"2";"60613";"1418";"65532";"0";"????";"1418/60613";"1418/60613";"X";"0000";"-";"PHYS";"01:004:002:064:000";"0";"0"
"3514";"2";"60612";"1417";"65532";"0";"????";"1417/60612";"1417/60612";"X";"0000";"-";"PHYS";"01:004:002:065:000";"0";"0"
"3515";"2";"60611";"1417";"65532";"0";"????";"1417/60611";"1417/60611";"X";"0000";"-";"PHYS";"01:004:002:066:000";"0";"0"
"3516";"2";"60610";"1417";"65532";"0";"????";"1417/60610";"1417/60610";"X";"0000";"-";"PHYS";"01:004:002:067:000";"0";"0"
"3517";"2";"60609";"1417";"65532";"0";"????";"1417/60609";"1417/60609";"X";"0000";"-";"PHYS";"01:004:002:068:000";"0";"0"
"3518";"2";"60608";"1417";"65532";"0";"????";"1417/60608";"1417/60608";"X";"0000";"-";"PHYS";"01:004:002:069:000";"0";"0"
"3519";"2";"60607";"1418";"65532";"0";"????";"1418/60607";"1418/60607";"X";"0000";"-";"PHYS";"01:004:002:070:000";"0";"0"
"3520";"2";"60606";"1418";"65532";"0";"????";"1418/60606";"1418/60606";"X";"0000";"-";"PHYS";"01:004:002:071:000";"0";"0"
"3521";"2";"60605";"1418";"65532";"0";"????";"1418/60605";"1418/60605";"X";"0000";"-";"PHYS";"01:004:002:072:000";"0";"0"
"3522";"2";"60604";"1417";"65532";"0";"????";"1417/60604";"1417/60604";"X";"0000";"-";"PHYS";"01:004:002:073:000";"0";"0"
"3523";"2";"60603";"1417";"65532";"0";"????";"1417/60603";"1417/60603";"X";"0000";"-";"PHYS";"01:004:002:074:000";"0";"0"
"3524";"2";"60602";"1418";"65532";"0";"????";"1418/60602";"1418/60602";"X";"0000";"-";"PHYS";"01:004:002:075:000";"0";"0"
"3525";"2";"60601";"1418";"65532";"0";"????";"1418/60601";"1418/60601";"X";"0000";"-";"PHYS";"01:004:002:076:000";"0";"0"
"3526";"2";"60600";"1417";"65532";"0";"????";"1417/60600";"1417/60600";"X";"0000";"-";"PHYS";"01:004:002:077:000";"0";"0"
"3527";"2";"60599";"1417";"65532";"0";"????";"1417/60599";"1417/60599";"X";"0000";"-";"PHYS";"01:004:002:078:000";"0";"0"
"3528";"2";"60598";"1418";"65532";"0";"????";"1418/60598";"1418/60598";"X";"0000";"-";"PHYS";"01:004:002:079:000";"0";"0"
"3529";"2";"60597";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:080:000";"0";"0"
"3530";"2";"60596";"1422";"60597";"4140";"????";"1422/60596";"1422/60596";"X";"0000";"-";"PHYS";"01:004:002:080:001";"0";"0"
"3531";"2";"60595";"1422";"60597";"0";"????";"1422/60595";"1422/60595";"X";"0000";"-";"PHYS";"01:004:002:080:002";"0";"0"
"3532";"2";"60594";"1422";"60597";"0";"????";"1422/60594";"1422/60594";"X";"0000";"-";"PHYS";"01:004:002:080:003";"0";"0"
"3533";"2";"60593";"1422";"60597";"0";"????";"1422/60593";"1422/60593";"X";"0000";"-";"PHYS";"01:004:002:080:004";"0";"0"
"3534";"2";"60592";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:081:000";"0";"0"
"3535";"2";"60587";"1422";"60592";"4136";"????";"1422/60587";"1422/60587";"X";"0000";"-";"PHYS";"01:004:002:081:001";"0";"0"
"3536";"2";"60586";"1422";"60592";"0";"????";"1422/60586";"1422/60586";"X";"0000";"-";"PHYS";"01:004:002:081:002";"0";"0"
"3537";"2";"60585";"1422";"60592";"0";"????";"1422/60585";"1422/60585";"X";"0000";"-";"PHYS";"01:004:002:081:003";"0";"0"
"3538";"2";"60584";"1422";"60592";"0";"????";"1422/60584";"1422/60584";"X";"0000";"-";"PHYS";"01:004:002:081:004";"0";"0"
"3539";"2";"60583";"1417";"65532";"0";"????";"1417/60583";"1417/60583";"X";"0000";"-";"PHYS";"01:004:002:082:000";"0";"0"
"3540";"2";"60582";"1417";"65532";"0";"????";"1417/60582";"1417/60582";"X";"0000";"-";"PHYS";"01:004:002:083:000";"0";"0"
"3541";"2";"60581";"1417";"65532";"0";"????";"1417/60581";"1417/60581";"X";"0000";"-";"PHYS";"01:004:002:084:000";"0";"0"
"3542";"2";"60580";"1417";"65532";"0";"????";"1417/60580";"1417/60580";"X";"0000";"-";"PHYS";"01:004:002:085:000";"0";"0"
"3543";"2";"60579";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:086:000";"0";"0"
"3544";"2";"60578";"1422";"60579";"4138";"????";"1422/60578";"1422/60578";"X";"0000";"-";"PHYS";"01:004:002:086:001";"0";"0"
"3545";"2";"60577";"1422";"60579";"0";"????";"1422/60577";"1422/60577";"X";"0000";"-";"PHYS";"01:004:002:086:002";"0";"0"
"3546";"2";"60576";"1422";"60579";"0";"????";"1422/60576";"1422/60576";"X";"0000";"-";"PHYS";"01:004:002:086:003";"0";"0"
"3547";"2";"60575";"1422";"60579";"0";"????";"1422/60575";"1422/60575";"X";"0000";"-";"PHYS";"01:004:002:086:004";"0";"0"
"3548";"2";"60574";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:087:000";"0";"0"
"3549";"2";"60569";"1422";"60574";"4134";"????";"1422/60569";"1422/60569";"X";"0000";"-";"PHYS";"01:004:002:087:001";"0";"0"
"3550";"2";"60568";"1422";"60574";"0";"????";"1422/60568";"1422/60568";"X";"0000";"-";"PHYS";"01:004:002:087:002";"0";"0"
"3551";"2";"60567";"1422";"60574";"0";"????";"1422/60567";"1422/60567";"X";"0000";"-";"PHYS";"01:004:002:087:003";"0";"0"
"3552";"2";"60566";"1422";"60574";"0";"????";"1422/60566";"1422/60566";"X";"0000";"-";"PHYS";"01:004:002:087:004";"0";"0"
"3553";"2";"60565";"1417";"65532";"0";"????";"1417/60565";"1417/60565";"X";"0000";"-";"PHYS";"01:004:002:088:000";"0";"0"
"3554";"2";"60564";"1417";"65532";"0";"????";"1417/60564";"1417/60564";"X";"0000";"-";"PHYS";"01:004:002:089:000";"0";"0"
"3555";"2";"60563";"1417";"65532";"0";"????";"1417/60563";"1417/60563";"X";"0000";"-";"PHYS";"01:004:002:090:000";"0";"0"
"3556";"2";"60562";"1417";"65532";"0";"????";"1417/60562";"1417/60562";"X";"0000";"-";"PHYS";"01:004:002:091:000";"0";"0"
"3557";"2";"60561";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:092:000";"0";"0"
"3558";"2";"60560";"1422";"60561";"4025";"????";"1422/60560";"1422/60560";"X";"0000";"-";"PHYS";"01:004:002:092:001";"0";"0"
"3559";"2";"60559";"1422";"60561";"0";"????";"1422/60559";"1422/60559";"X";"0000";"-";"PHYS";"01:004:002:092:002";"0";"0"
"3560";"2";"60558";"1422";"60561";"0";"????";"1422/60558";"1422/60558";"X";"0000";"-";"PHYS";"01:004:002:092:003";"0";"0"
"3561";"2";"60557";"1422";"60561";"0";"????";"1422/60557";"1422/60557";"X";"0000";"-";"PHYS";"01:004:002:092:004";"0";"0"
"3562";"2";"60556";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:093:000";"0";"0"
"3563";"2";"60551";"1422";"60556";"4009";"????";"1422/60551";"1422/60551";"X";"0000";"-";"PHYS";"01:004:002:093:001";"0";"0"
"3564";"2";"60550";"1422";"60556";"0";"????";"1422/60550";"1422/60550";"X";"0000";"-";"PHYS";"01:004:002:093:002";"0";"0"
"3565";"2";"60549";"1422";"60556";"0";"????";"1422/60549";"1422/60549";"X";"0000";"-";"PHYS";"01:004:002:093:003";"0";"0"
"3566";"2";"60548";"1422";"60556";"0";"????";"1422/60548";"1422/60548";"X";"0000";"-";"PHYS";"01:004:002:093:004";"0";"0"
"3567";"2";"60547";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:094:000";"0";"0"
"3568";"2";"60542";"1422";"60547";"4130";"????";"1422/60542";"1422/60542";"X";"0000";"-";"PHYS";"01:004:002:094:001";"0";"0"
"3569";"2";"60541";"1422";"60547";"0";"????";"1422/60541";"1422/60541";"X";"0000";"-";"PHYS";"01:004:002:094:002";"0";"0"
"3570";"2";"60540";"1422";"60547";"0";"????";"1422/60540";"1422/60540";"X";"0000";"-";"PHYS";"01:004:002:094:003";"0";"0"
"3571";"2";"60539";"1422";"60547";"0";"????";"1422/60539";"1422/60539";"X";"0000";"-";"PHYS";"01:004:002:094:004";"0";"0"
"3572";"2";"60538";"1419";"65532";"0";"????";"1#裙房区主机 / 5F-2回路";"";"X";"0000";"-";"PHYS";"01:004:002:095:000";"0";"0"
